district,year_month,demand_enrolments,demand_updates,demand_total
Shimla,2025-12,40,14,54
Shimoga,2025-01,42,15,57
Shimoga,2025-02,87,30,117
Shimoga,2025-03,36,13,49
Shimoga,2025-04,39,14,53
Shimoga,2025-05,57,20,77
Shimoga,2025-06,57,20,77
Shimoga,2025-07,23,8,31
Shimoga,2025-08,57,20,77
Shimoga,2025-09,69,24,93
Shimoga,2025-10,82,29,111
Shimoga,2025-11,72,25,97
Shimoga,2025-12,45,16,61
Shivamogga,2025-01,44,15,59
Shivamogga,2025-02,111,39,150
Shivamogga,2025-03,56,20,76
Shivamogga,2025-04,23,8,31
Shivamogga,2025-05,37,13,50
Shivamogga,2025-06,53,19,72
Shivamogga,2025-07,18,6,24
Shivamogga,2025-08,67,23,90
Shivamogga,2025-09,53,19,72
Shivamogga,2025-10,71,25,96
Shivamogga,2025-11,79,28,107
Shivamogga,2025-12,50,18,68
Shivpuri,2025-01,3268,1144,4412
Shivpuri,2025-02,346,121,467
Shivpuri,2025-03,211,74,285
Shivpuri,2025-04,194,68,262
Shivpuri,2025-05,133,47,180
Shivpuri,2025-06,199,70,269
Shivpuri,2025-07,98,34,132
Shivpuri,2025-08,362,127,489
Shivpuri,2025-09,340,119,459
Shivpuri,2025-10,338,118,456
Shivpuri,2025-11,341,119,460
Shivpuri,2025-12,339,119,458
Shopian,2025-01,412,144,556
Shravasti,2025-01,2535,887,3422
Shrawasti,2025-01,1335,467,1802
Shrawasti,2025-02,148,52,200
Shrawasti,2025-03,133,47,180
Shrawasti,2025-04,113,40,153
Shrawasti,2025-05,82,29,111
Shrawasti,2025-06,102,36,138
Shrawasti,2025-07,40,14,54
Shrawasti,2025-08,151,53,204
Shrawasti,2025-09,156,55,211
Shrawasti,2025-10,166,58,224
Shrawasti,2025-11,134,47,181
Shrawasti,2025-12,133,47,180
Shupiyan,2025-01,9,3,12
Shupiyan,2025-02,18,6,24
Shupiyan,2025-03,9,3,12
Shupiyan,2025-04,7,2,9
Shupiyan,2025-05,8,3,11
Shupiyan,2025-06,10,4,14
Shupiyan,2025-07,3,1,4
Shupiyan,2025-08,9,3,12
Shupiyan,2025-09,23,8,31
Shupiyan,2025-10,25,9,34
Shupiyan,2025-11,14,5,19
Shupiyan,2025-12,5,2,7
Siang,2025-01,1,0,1
Siang,2025-02,1,0,1
Siang,2025-03,4,1,5
Siang,2025-04,2,1,3
Siang,2025-07,1,0,1
Siang,2025-08,4,1,5
Siang,2025-10,1,0,1
Siang,2025-11,5,2,7
Siang,2025-12,3,1,4
Sibsagar,2025-01,836,293,1129
Sibsagar,2025-02,83,29,112
Sibsagar,2025-03,84,29,113
Sibsagar,2025-04,40,14,54
Sibsagar,2025-05,76,27,103
Sibsagar,2025-06,76,27,103
Sibsagar,2025-07,87,30,117
Sibsagar,2025-08,64,22,86
Sibsagar,2025-09,57,20,77
Sibsagar,2025-10,59,21,80
Sibsagar,2025-11,44,15,59
Sibsagar,2025-12,29,10,39
Siddharth Nagar,2025-01,4341,1519,5860
Siddharthnagar,2025-01,3901,1365,5266
Siddharthnagar,2025-02,374,131,505
Siddharthnagar,2025-03,314,110,424
Siddharthnagar,2025-04,230,80,310
Siddharthnagar,2025-05,309,108,417
Siddharthnagar,2025-06,286,100,386
Siddharthnagar,2025-07,146,51,197
Siddharthnagar,2025-08,440,154,594
Siddharthnagar,2025-09,461,161,622
Siddharthnagar,2025-10,459,161,620
Siddharthnagar,2025-11,254,89,343
Siddharthnagar,2025-12,338,118,456
Siddipet,2025-01,37,13,50
Siddipet,2025-02,89,31,120
Siddipet,2025-03,52,18,70
Siddipet,2025-04,40,14,54
Siddipet,2025-05,24,8,32
Siddipet,2025-06,39,14,53
Siddipet,2025-07,24,8,32
Siddipet,2025-08,58,20,78
Siddipet,2025-09,56,20,76
Siddipet,2025-10,88,31,119
Siddipet,2025-11,62,22,84
Siddipet,2025-12,62,22,84
Sidhi,2025-01,109,38,147
Sidhi,2025-02,184,64,248
Sidhi,2025-03,166,58,224
Sidhi,2025-04,68,24,92
Sidhi,2025-05,128,45,173
Sidhi,2025-06,210,74,284
Sidhi,2025-07,83,29,112
Sidhi,2025-08,205,72,277
Sidhi,2025-09,236,83,319
Sidhi,2025-10,181,63,244
Sidhi,2025-11,175,61,236
Sidhi,2025-12,158,55,213
Sikar,2025-01,1185,415,1600
Sikar,2025-02,407,142,549
Sikar,2025-03,333,117,450
Sikar,2025-04,235,82,317
Sikar,2025-05,253,89,342
Sikar,2025-06,355,124,479
Sikar,2025-07,154,54,208
Sikar,2025-08,423,148,571
Sikar,2025-09,547,191,738
Sikar,2025-10,427,149,576
Sikar,2025-11,323,113,436
Sikar,2025-12,368,129,497
Simdega,2025-01,65,23,88
Simdega,2025-02,90,31,121
Simdega,2025-03,30,10,40
Simdega,2025-04,13,5,18
Simdega,2025-05,37,13,50
Simdega,2025-06,68,24,92
Simdega,2025-07,30,10,40
Simdega,2025-08,87,30,117
Simdega,2025-09,75,26,101
Simdega,2025-10,79,28,107
Simdega,2025-11,94,33,127
Simdega,2025-12,64,22,86
Sindhudurg,2025-01,12,4,16
Sindhudurg,2025-02,57,20,77
Sindhudurg,2025-03,23,8,31
Sindhudurg,2025-04,18,6,24
Sindhudurg,2025-05,40,14,54
Sindhudurg,2025-06,25,9,34
Sindhudurg,2025-07,19,7,26
Sindhudurg,2025-08,32,11,43
Sindhudurg,2025-09,38,13,51
Sindhudurg,2025-10,40,14,54
Sindhudurg,2025-11,33,12,45
Sindhudurg,2025-12,38,13,51
Singrauli,2025-01,147,51,198
Singrauli,2025-02,214,75,289
Singrauli,2025-03,193,68,261
Singrauli,2025-04,83,29,112
Singrauli,2025-05,139,49,188
Singrauli,2025-06,180,63,243
Singrauli,2025-07,65,23,88
Singrauli,2025-08,205,72,277
Singrauli,2025-09,199,70,269
Singrauli,2025-10,183,64,247
Singrauli,2025-11,144,50,194
Singrauli,2025-12,127,44,171
Sirmaur,2025-01,9,3,12
Sirmaur,2025-02,48,17,65
Sirmaur,2025-03,18,6,24
Sirmaur,2025-04,6,2,8
Sirmaur,2025-05,49,17,66
Sirmaur,2025-06,47,16,63
Sirmaur,2025-07,22,8,30
Sirmaur,2025-08,54,19,73
Sirmaur,2025-09,80,28,108
Sirmaur,2025-10,50,18,68
Sirmaur,2025-11,56,20,76
Sirmaur,2025-12,48,17,65
Sirohi,2025-01,4548,1592,6140
Sirohi,2025-02,220,77,297
Sirohi,2025-03,161,56,217
Sirohi,2025-04,72,25,97
Sirohi,2025-05,105,37,142
Sirohi,2025-06,89,31,120
Sirohi,2025-07,48,17,65
Sirohi,2025-08,135,47,182
Sirohi,2025-09,202,71,273
Sirohi,2025-10,224,78,302
Sirohi,2025-11,203,71,274
Sirohi,2025-12,222,78,300
Sirsa,2025-01,36,13,49
Sirsa,2025-02,125,44,169
Sirsa,2025-03,68,24,92
Sirsa,2025-04,24,8,32
Sirsa,2025-05,80,28,108
Sirsa,2025-06,54,19,73
Sirsa,2025-07,29,10,39
Sirsa,2025-08,94,33,127
Sirsa,2025-09,94,33,127
Sirsa,2025-10,130,46,176
Sirsa,2025-11,84,29,113
Sirsa,2025-12,60,21,81
Sitamarhi,2025-01,26151,9153,35304
Sitamarhi,2025-02,480,168,648
Sitamarhi,2025-03,341,119,460
Sitamarhi,2025-04,188,66,254
Sitamarhi,2025-05,550,192,742
Sitamarhi,2025-06,456,160,616
Sitamarhi,2025-07,211,74,285
Sitamarhi,2025-08,460,161,621
Sitamarhi,2025-09,1089,381,1470
Sitamarhi,2025-10,456,160,616
Sitamarhi,2025-11,356,125,481
Sitamarhi,2025-12,335,117,452
Sitapur,2025-01,15171,5310,20481
Sitapur,2025-02,779,273,1052
Sitapur,2025-03,611,214,825
Sitapur,2025-04,439,154,593
Sitapur,2025-05,300,105,405
Sitapur,2025-06,396,139,535
Sitapur,2025-07,241,84,325
Sitapur,2025-08,605,212,817
Sitapur,2025-09,662,232,894
Sitapur,2025-10,666,233,899
Sitapur,2025-11,475,166,641
Sitapur,2025-12,521,182,703
Sivaganga,2025-01,223,78,301
Sivaganga,2025-02,190,66,256
Sivaganga,2025-03,153,54,207
Sivaganga,2025-04,42,15,57
Sivaganga,2025-05,98,34,132
Sivaganga,2025-06,95,33,128
Sivaganga,2025-07,91,32,123
Sivaganga,2025-08,160,56,216
Sivaganga,2025-09,125,44,169
Sivaganga,2025-10,127,44,171
Sivaganga,2025-11,97,34,131
Sivaganga,2025-12,96,34,130
Sivasagar,2025-01,422,148,570
Siwan,2025-01,2090,732,2822
Siwan,2025-02,533,187,720
Siwan,2025-03,330,115,445
Siwan,2025-04,225,79,304
Siwan,2025-05,362,127,489
Siwan,2025-06,396,139,535
Siwan,2025-07,107,37,144
Siwan,2025-08,493,173,666
Siwan,2025-09,426,149,575
Siwan,2025-10,405,142,547
Siwan,2025-11,378,132,510
Siwan,2025-12,407,142,549
Solan,2025-01,16,6,22
Solan,2025-02,47,16,63
Solan,2025-03,15,5,20
Solan,2025-04,10,4,14
Solan,2025-05,48,17,65
Solan,2025-06,32,11,43
Solan,2025-07,19,7,26
Solan,2025-08,42,15,57
Solan,2025-09,41,14,55
Solan,2025-10,42,15,57
Solan,2025-11,26,9,35
Solan,2025-12,35,12,47
Solapur,2025-01,2054,719,2773
Solapur,2025-02,483,169,652
Solapur,2025-03,280,98,378
Solapur,2025-04,179,63,242
Solapur,2025-05,173,61,234
Solapur,2025-06,149,52,201
Solapur,2025-07,159,56,215
Solapur,2025-08,335,117,452
Solapur,2025-09,366,128,494
Solapur,2025-10,336,118,454
Solapur,2025-11,278,97,375
Solapur,2025-12,261,91,352
Sonapur,2025-01,118,42,160
Sonapur,2025-02,148,52,200
Sonapur,2025-03,110,38,148
Sonapur,2025-04,74,26,100
Sonapur,2025-05,102,36,138
Sonapur,2025-06,56,18,74
Sonapur,2025-07,6,2,8
Sonapur,2025-08,114,40,154
Sonapur,2025-09,120,42,162
Sonapur,2025-10,142,50,192
Sonapur,2025-11,110,38,148
Sonapur,2025-12,114,40,154
Sonbhadra,2025-01,198,69,267
Sonbhadra,2025-02,177,62,239
Sonbhadra,2025-03,162,57,219
Sonbhadra,2025-04,154,54,208
Sonbhadra,2025-05,158,55,213
Sonbhadra,2025-06,183,64,247
Sonbhadra,2025-07,101,35,136
Sonbhadra,2025-08,207,72,279
Sonbhadra,2025-09,213,75,288
Sonbhadra,2025-10,225,79,304
Sonbhadra,2025-11,145,51,196
Sonbhadra,2025-12,139,49,188
Sonipat,2025-01,523,183,706
Sonipat,2025-02,141,49,190
Sonipat,2025-03,67,23,90
Sonipat,2025-04,37,13,50
Sonipat,2025-05,162,57,219
Sonipat,2025-06,135,47,182
Sonipat,2025-07,66,23,89
Sonipat,2025-08,147,51,198
Sonipat,2025-09,139,49,188
Sonipat,2025-10,131,46,177
Sonipat,2025-11,96,34,130
Sonipat,2025-12,128,45,173
Sonitpur,2025-01,2172,760,2932
Sonitpur,2025-02,336,118,454
Sonitpur,2025-03,203,71,274
Sonitpur,2025-04,111,39,150
Sonitpur,2025-05,274,96,370
Sonitpur,2025-06,182,64,246
Sonitpur,2025-07,107,37,144
Sonitpur,2025-08,261,91,352
Sonitpur,2025-09,197,69,266
Sonitpur,2025-10,223,78,301
Sonitpur,2025-11,200,70,270
Sonitpur,2025-12,178,62,240
South,2025-01,6,2,8
South,2025-02,14,5,19
South,2025-03,8,3,11
South,2025-04,2,1,3
South,2025-05,4,1,5
South,2025-06,7,2,9
South,2025-07,4,1,5
South,2025-08,9,3,12
South,2025-09,9,3,12
South,2025-10,2,1,3
South,2025-11,5,2,7
South,2025-12,8,3,11
South 24 Parganas,2025-01,2668,932,3600
South 24 Parganas,2025-02,6308,2208,8516
South 24 Parganas,2025-03,3516,1232,4748
South 24 Parganas,2025-04,2024,708,2732
South 24 Parganas,2025-05,4456,1560,6016
South 24 Parganas,2025-06,4084,1428,5512
South 24 Parganas,2025-07,1808,632,2440
South 24 Parganas,2025-08,3500,1224,4724
South 24 Parganas,2025-09,3936,1376,5312
South 24 Parganas,2025-10,5236,1832,7068
South 24 Parganas,2025-11,3536,1236,4772
South 24 Parganas,2025-12,3160,1104,4264
South Andaman,2025-01,22,8,30
South Andaman,2025-02,4,2,6
South Andaman,2025-03,12,4,16
South Andaman,2025-04,14,6,20
South Andaman,2025-05,16,6,22
South Andaman,2025-07,6,2,8
South Andaman,2025-08,26,8,34
South Andaman,2025-09,6,2,8
South Andaman,2025-10,10,4,14
South Andaman,2025-11,16,6,22
South Andaman,2025-12,8,2,10
South Delhi,2025-01,3290,1152,4442
South Delhi,2025-02,422,148,570
South Delhi,2025-03,193,68,261
South Delhi,2025-04,153,54,207
South Delhi,2025-05,227,79,306
South Delhi,2025-06,261,91,352
South Delhi,2025-07,164,57,221
South Delhi,2025-08,330,115,445
South Delhi,2025-09,298,104,402
South Delhi,2025-10,333,117,450
South Delhi,2025-11,244,85,329
South Delhi,2025-12,244,85,329
South Dinajpur,2025-01,9,3,12
South Dinajpur,2025-02,20,7,27
South Dinajpur,2025-03,11,4,15
South Dinajpur,2025-04,11,4,15
South Dinajpur,2025-05,11,4,15
South Dinajpur,2025-06,11,4,15
South Dinajpur,2025-07,4,1,5
South Dinajpur,2025-08,15,5,20
South Dinajpur,2025-09,11,4,15
South Dinajpur,2025-10,18,6,24
South Dinajpur,2025-11,16,6,22
South Dinajpur,2025-12,11,4,15
South East Delhi,2025-02,4,1,5
South East Delhi,2025-03,2,1,3
South East Delhi,2025-05,4,1,5
South East Delhi,2025-06,2,1,3
South East Delhi,2025-07,2,1,3
South East Delhi,2025-08,1,0,1
South East Delhi,2025-09,1,0,1
South East Delhi,2025-10,1,0,1
South East Delhi,2025-11,1,0,1
South East Delhi,2025-12,5,2,7
South Garo Hills,2025-01,3211,1124,4335
South Garo Hills,2025-02,69,24,93
South Garo Hills,2025-03,41,14,55
South Garo Hills,2025-04,36,13,49
South Garo Hills,2025-05,29,10,39
South Garo Hills,2025-06,12,4,16
South Garo Hills,2025-08,34,12,46
South Garo Hills,2025-09,46,16,62
South Garo Hills,2025-10,37,13,50
South Garo Hills,2025-11,39,14,53
South Garo Hills,2025-12,57,20,77
South Goa,2025-01,29,10,39
South Goa,2025-02,18,6,24
South Goa,2025-03,19,7,26
South Goa,2025-04,22,8,30
South Goa,2025-05,36,13,49
South Goa,2025-06,16,6,22
South Goa,2025-07,10,4,14
South Goa,2025-08,44,15,59
South Goa,2025-09,23,8,31
South Goa,2025-10,25,9,34
South Goa,2025-11,35,12,47
South Goa,2025-12,35,12,47
South Salmara Mankachar,2025-01,332,116,448
South Salmara Mankachar,2025-02,28,10,38
South Salmara Mankachar,2025-03,26,9,35
South Salmara Mankachar,2025-04,24,8,32
South Salmara Mankachar,2025-05,41,14,55
South Salmara Mankachar,2025-06,46,16,62
South Salmara Mankachar,2025-07,6,2,8
South Salmara Mankachar,2025-08,63,22,85
South Salmara Mankachar,2025-09,44,15,59
South Salmara Mankachar,2025-10,38,13,51
South Salmara Mankachar,2025-11,35,12,47
South Salmara Mankachar,2025-12,45,16,61
South Sikkim,2025-01,318,111,429
South Sikkim,2025-02,7,2,9
South Sikkim,2025-03,7,2,9
South Sikkim,2025-04,7,2,9
South Sikkim,2025-05,7,2,9
South Sikkim,2025-06,2,1,3
South Sikkim,2025-08,4,1,5
South Sikkim,2025-09,5,2,7
South Sikkim,2025-10,4,1,5
South Sikkim,2025-11,4,1,5
South Sikkim,2025-12,4,1,5
South Tripura,2025-01,57,20,77
South Tripura,2025-02,112,39,151
South Tripura,2025-03,66,23,89
South Tripura,2025-04,38,13,51
South Tripura,2025-05,44,15,59
South Tripura,2025-06,33,12,45
South Tripura,2025-07,17,6,23
South Tripura,2025-08,59,21,80
South Tripura,2025-09,93,33,126
South Tripura,2025-10,78,27,105
South Tripura,2025-11,82,29,111
South Tripura,2025-12,62,22,84
South Twenty Four Parganas,2025-01,58,20,78
South Twenty Four Parganas,2025-02,261,91,352
South Twenty Four Parganas,2025-03,122,43,165
South Twenty Four Parganas,2025-04,60,21,81
South Twenty Four Parganas,2025-05,140,49,189
South Twenty Four Parganas,2025-06,113,40,153
South Twenty Four Parganas,2025-07,70,24,94
South Twenty Four Parganas,2025-08,123,43,166
South Twenty Four Parganas,2025-09,132,46,178
South Twenty Four Parganas,2025-10,173,61,234
South Twenty Four Parganas,2025-11,91,32,123
South Twenty Four Parganas,2025-12,103,36,139
South West Delhi,2025-01,2687,940,3627
South West Delhi,2025-02,264,92,356
South West Delhi,2025-03,132,46,178
South West Delhi,2025-04,99,35,134
South West Delhi,2025-05,107,37,144
South West Delhi,2025-06,201,70,271
South West Delhi,2025-07,102,36,138
South West Delhi,2025-08,228,80,308
South West Delhi,2025-09,200,70,270
South West Delhi,2025-10,216,76,292
South West Delhi,2025-11,184,64,248
South West Delhi,2025-12,221,77,298
South West Garo Hills,2025-01,4078,1427,5505
South West Garo Hills,2025-02,46,16,62
South West Garo Hills,2025-03,34,12,46
South West Garo Hills,2025-04,26,9,35
South West Garo Hills,2025-05,47,16,63
South West Garo Hills,2025-06,5,2,7
South West Garo Hills,2025-08,55,19,74
South West Garo Hills,2025-09,31,11,42
South West Garo Hills,2025-10,42,15,57
South West Garo Hills,2025-11,56,20,76
South West Garo Hills,2025-12,38,13,51
South West Khasi Hills,2025-01,2696,944,3640
South West Khasi Hills,2025-02,12,4,16
South West Khasi Hills,2025-03,33,12,45
South West Khasi Hills,2025-04,15,5,20
South West Khasi Hills,2025-05,48,17,65
South West Khasi Hills,2025-06,12,4,16
South West Khasi Hills,2025-07,15,5,20
South West Khasi Hills,2025-08,32,11,43
South West Khasi Hills,2025-09,21,7,28
South West Khasi Hills,2025-10,16,6,22
South West Khasi Hills,2025-11,18,6,24
South West Khasi Hills,2025-12,66,23,89
Spsr Nellore,2025-01,2067,723,2790
Sri Muktsar Sahib,2025-01,65,23,88
Sri Muktsar Sahib,2025-02,103,36,139
Sri Muktsar Sahib,2025-03,29,10,39
Sri Muktsar Sahib,2025-04,33,12,45
Sri Muktsar Sahib,2025-05,59,21,80
Sri Muktsar Sahib,2025-06,34,12,46
Sri Muktsar Sahib,2025-07,10,4,14
Sri Muktsar Sahib,2025-08,41,14,55
Sri Muktsar Sahib,2025-09,50,18,68
Sri Muktsar Sahib,2025-10,52,18,70
Sri Muktsar Sahib,2025-11,52,18,70
Sri Muktsar Sahib,2025-12,44,15,59
Sri Potti Sriramulu Nellore,2025-01,51,18,69
Sri Potti Sriramulu Nellore,2025-02,54,19,73
Sri Potti Sriramulu Nellore,2025-03,52,18,70
Sri Potti Sriramulu Nellore,2025-04,35,12,47
Sri Potti Sriramulu Nellore,2025-05,61,21,82
Sri Potti Sriramulu Nellore,2025-06,71,25,96
Sri Potti Sriramulu Nellore,2025-07,49,17,66
Sri Potti Sriramulu Nellore,2025-08,35,12,47
Sri Potti Sriramulu Nellore,2025-09,39,14,53
Sri Potti Sriramulu Nellore,2025-10,44,15,59
Sri Potti Sriramulu Nellore,2025-11,39,14,53
Sri Potti Sriramulu Nellore,2025-12,42,15,57
Sri Sathya Sai,2025-01,16,6,22
Sri Sathya Sai,2025-02,28,10,38
Sri Sathya Sai,2025-03,22,8,30
Sri Sathya Sai,2025-04,12,4,16
Sri Sathya Sai,2025-05,24,8,32
Sri Sathya Sai,2025-06,27,9,36
Sri Sathya Sai,2025-07,9,3,12
Sri Sathya Sai,2025-08,19,7,26
Sri Sathya Sai,2025-09,22,8,30
Sri Sathya Sai,2025-10,24,8,32
Sri Sathya Sai,2025-11,24,8,32
Sri Sathya Sai,2025-12,22,8,30
Sribhumi,2025-01,2,1,3
Sribhumi,2025-02,5,2,7
Sribhumi,2025-03,4,1,5
Sribhumi,2025-04,3,1,4
Sribhumi,2025-05,6,2,8
Sribhumi,2025-06,4,1,5
Sribhumi,2025-07,1,0,1
Sribhumi,2025-08,6,2,8
Sribhumi,2025-09,3,1,4
Sribhumi,2025-10,1,0,1
Sribhumi,2025-11,5,2,7
Sribhumi,2025-12,6,2,8
Srikakulam,2025-01,112,39,151
Srikakulam,2025-02,181,63,244
Srikakulam,2025-03,109,38,147
Srikakulam,2025-04,52,18,70
Srikakulam,2025-05,197,69,266
Srikakulam,2025-06,132,46,178
Srikakulam,2025-07,63,22,85
Srikakulam,2025-08,122,43,165
Srikakulam,2025-09,136,48,184
Srikakulam,2025-10,119,42,161
Srikakulam,2025-11,124,43,167
Srikakulam,2025-12,83,29,112
Srinagar,2025-01,150,52,202
Srinagar,2025-02,294,102,396
Srinagar,2025-03,88,30,118
Srinagar,2025-04,70,24,94
Srinagar,2025-05,194,68,262
Srinagar,2025-06,178,62,240
Srinagar,2025-07,98,34,132
Srinagar,2025-08,222,78,300
Srinagar,2025-09,250,88,338
Srinagar,2025-10,222,78,300
Srinagar,2025-11,134,46,180
Srinagar,2025-12,46,16,62
Subarnapur,2025-01,26,8,34
Subarnapur,2025-02,22,8,30
Subarnapur,2025-03,16,6,22
Subarnapur,2025-04,14,4,18
Subarnapur,2025-05,36,12,48
Subarnapur,2025-06,22,8,30
Subarnapur,2025-07,10,4,14
Subarnapur,2025-08,26,10,36
Subarnapur,2025-09,26,10,36
Subarnapur,2025-10,26,8,34
Subarnapur,2025-11,36,12,48
Subarnapur,2025-12,24,8,32
Sukma,2025-01,1014,355,1369
Sukma,2025-02,34,12,46
Sukma,2025-03,16,6,22
Sukma,2025-04,9,3,12
Sukma,2025-05,30,10,40
Sukma,2025-06,26,9,35
Sukma,2025-07,6,2,8
Sukma,2025-08,35,12,47
Sukma,2025-09,27,9,36
Sukma,2025-10,24,8,32
Sukma,2025-11,26,9,35
Sukma,2025-12,23,8,31
Sultanpur,2025-01,2668,934,3602
Sultanpur,2025-02,370,130,500
Sultanpur,2025-03,289,101,390
Sultanpur,2025-04,196,69,265
Sultanpur,2025-05,165,58,223
Sultanpur,2025-06,256,90,346
Sultanpur,2025-07,121,42,163
Sultanpur,2025-08,297,104,401
Sultanpur,2025-09,324,113,437
Sultanpur,2025-10,360,126,486
Sultanpur,2025-11,251,88,339
Sultanpur,2025-12,254,89,343
Sundargarh,2025-01,52,18,70
Sundargarh,2025-02,66,24,90
Sundargarh,2025-03,32,12,44
Sundargarh,2025-04,26,10,36
Sundargarh,2025-05,32,12,44
Sundargarh,2025-06,38,14,52
Sundargarh,2025-07,6,2,8
Sundargarh,2025-08,54,18,72
Sundargarh,2025-09,68,22,90
Sundargarh,2025-10,56,18,74
Sundargarh,2025-11,42,14,56
Sundargarh,2025-12,26,10,36
Sundergarh,2025-01,336,118,454
Sundergarh,2025-02,282,98,380
Sundergarh,2025-03,228,80,308
Sundergarh,2025-04,188,66,254
Sundergarh,2025-05,140,48,188
Sundergarh,2025-06,190,66,256
Sundergarh,2025-07,60,20,80
Sundergarh,2025-08,310,108,418
Sundergarh,2025-09,276,96,372
Sundergarh,2025-10,250,88,338
Sundergarh,2025-11,226,80,306
Sundergarh,2025-12,224,78,302
Supaul,2025-01,197,69,266
Supaul,2025-02,379,133,512
Supaul,2025-03,189,66,255
Supaul,2025-04,85,30,115
Supaul,2025-05,410,144,554
Supaul,2025-06,293,103,396
Supaul,2025-07,136,48,184
Supaul,2025-08,335,117,452
Supaul,2025-09,317,111,428
Supaul,2025-10,274,96,370
Supaul,2025-11,197,69,266
Supaul,2025-12,186,65,251
Surajpur,2025-01,57,20,77
Surajpur,2025-02,87,30,117
Surajpur,2025-03,47,16,63
Surajpur,2025-04,17,6,23
Surajpur,2025-05,58,20,78
Surajpur,2025-06,58,20,78
Surajpur,2025-07,29,10,39
Surajpur,2025-08,114,40,154
Surajpur,2025-09,101,35,136
Surajpur,2025-10,108,38,146
Surajpur,2025-11,79,28,107
Surajpur,2025-12,106,37,143
Surat,2025-01,10859,3801,14660
Surat,2025-02,643,225,868
Surat,2025-03,409,143,552
Surat,2025-04,256,90,346
Surat,2025-05,282,99,381
Surat,2025-06,191,67,258
Surat,2025-07,178,62,240
Surat,2025-08,467,163,630
Surat,2025-09,527,184,711
Surat,2025-10,638,223,861
Surat,2025-11,485,170,655
Surat,2025-12,531,186,717
Surendra Nagar,2025-01,1258,440,1698
Surendra Nagar,2025-02,230,80,310
Surendra Nagar,2025-03,152,53,205
Surendra Nagar,2025-04,86,30,116
Surendra Nagar,2025-05,54,19,73
Surendra Nagar,2025-06,133,47,180
Surendra Nagar,2025-07,54,19,73
Surendra Nagar,2025-08,124,43,167
Surendra Nagar,2025-09,196,69,265
Surendra Nagar,2025-10,205,72,277
Surendra Nagar,2025-11,208,73,281
Surendra Nagar,2025-12,223,78,301
Surendranagar,2025-01,1312,459,1771
Surendranagar,2025-02,11,4,15
Surendranagar,2025-03,2,1,3
Surendranagar,2025-04,2,1,3
Surendranagar,2025-06,6,2,8
Surendranagar,2025-08,3,1,4
Surendranagar,2025-09,5,2,7
Surendranagar,2025-10,9,3,12
Surendranagar,2025-11,3,1,4
Surendranagar,2025-12,2,1,3
Surguja,2025-01,83,29,112
Surguja,2025-02,131,46,177
Surguja,2025-03,56,20,76
Surguja,2025-04,33,12,45
Surguja,2025-05,90,31,121
Surguja,2025-06,77,27,104
Surguja,2025-07,49,17,66
Surguja,2025-08,133,47,180
Surguja,2025-09,120,42,162
Surguja,2025-10,99,35,134
Surguja,2025-11,129,45,174
Surguja,2025-12,116,41,157
Suryapet,2025-01,61,21,82
Suryapet,2025-02,97,34,131
Suryapet,2025-03,61,21,82
Suryapet,2025-04,41,14,55
Suryapet,2025-05,25,9,34
Suryapet,2025-06,49,17,66
Suryapet,2025-07,22,8,30
Suryapet,2025-08,72,25,97
Suryapet,2025-09,79,28,107
Suryapet,2025-10,91,32,123
Suryapet,2025-11,71,25,96
Suryapet,2025-12,75,26,101
Tamenglong,2025-01,22,8,30
Tamenglong,2025-02,33,12,45
Tamenglong,2025-03,21,7,28
Tamenglong,2025-04,21,7,28
Tamenglong,2025-05,32,11,43
Tamenglong,2025-06,18,6,24
Tamenglong,2025-07,12,4,16
Tamenglong,2025-08,42,15,57
Tamenglong,2025-09,18,6,24
Tamenglong,2025-10,22,8,30
Tamenglong,2025-11,43,15,58
Tamenglong,2025-12,38,13,51
Tamulpur District,2025-01,3,1,4
Tamulpur District,2025-02,6,2,8
Tamulpur District,2025-04,1,0,1
Tamulpur District,2025-05,1,0,1
Tamulpur District,2025-06,1,0,1
Tamulpur District,2025-08,2,1,3
Tamulpur District,2025-09,1,0,1
Tamulpur District,2025-11,1,0,1
Tamulpur District,2025-12,2,1,3
Tapi,2025-01,134,47,181
Tapi,2025-02,98,34,132
Tapi,2025-03,54,19,73
Tapi,2025-04,29,10,39
Tapi,2025-05,18,6,24
Tapi,2025-06,14,5,19
Tapi,2025-07,49,17,66
Tapi,2025-08,71,25,96
Tapi,2025-09,105,37,142
Tapi,2025-10,119,42,161
Tapi,2025-11,126,44,170
Tapi,2025-12,90,31,121
Tarn Taran,2025-01,532,186,718
Tarn Taran,2025-02,135,47,182
Tarn Taran,2025-03,49,17,66
Tarn Taran,2025-04,36,13,49
Tarn Taran,2025-05,121,42,163
Tarn Taran,2025-06,41,14,55
Tarn Taran,2025-07,20,7,27
Tarn Taran,2025-08,97,34,131
Tarn Taran,2025-09,97,34,131
Tarn Taran,2025-10,64,22,86
Tarn Taran,2025-11,70,24,94
Tarn Taran,2025-12,68,24,92
Tawang,2025-01,4,1,5
Tawang,2025-02,3,1,4
Tawang,2025-03,4,1,5
Tawang,2025-05,10,4,14
Tawang,2025-06,1,0,1
Tawang,2025-08,2,1,3
Tawang,2025-09,3,1,4
Tawang,2025-10,2,1,3
Tawang,2025-11,10,4,14
Tawang,2025-12,1,0,1
Tehri Garhwal,2025-01,88,30,118
