year_month,district,demand_total,monthly_capacity,request_capacity_ratio,delay_index,load_category
2025-06,Sarangarh-Bilaigarh,3,12480.0,0.0002403846153846,LOW,normal
2025-07,Sarangarh-Bilaigarh,1,12480.0,8.012820512820513e-05,LOW,normal
2025-08,Sarangarh-Bilaigarh,8,12480.0,0.0006410256410256,LOW,normal
2025-09,Sarangarh-Bilaigarh,4,12480.0,0.0003205128205128,LOW,normal
2025-10,Sarangarh-Bilaigarh,4,12480.0,0.0003205128205128,LOW,festival
2025-11,Sarangarh-Bilaigarh,1,12480.0,8.012820512820513e-05,LOW,festival
2025-12,Sarangarh-Bilaigarh,5,12480.0,0.000400641025641,LOW,normal
2025-01,Satara,1512,164320.0,0.0092015579357351,LOW,scheme
2025-02,Satara,282,164320.0,0.0017161635832521,LOW,normal
2025-03,Satara,159,164320.0,0.0009676241480038,LOW,exam
2025-04,Satara,126,164320.0,0.0007667964946445,LOW,exam
2025-05,Satara,96,164320.0,0.0005842259006815,LOW,normal
2025-06,Satara,84,164320.0,0.0005111976630963,LOW,normal
2025-07,Satara,85,164320.0,0.0005172833495618,LOW,normal
2025-08,Satara,205,164320.0,0.0012475657254138,LOW,normal
2025-09,Satara,231,164320.0,0.001405793573515,LOW,normal
2025-10,Satara,211,164320.0,0.0012840798442064,LOW,festival
2025-11,Satara,151,164320.0,0.0009189386562804,LOW,festival
2025-12,Satara,174,164320.0,0.0010589094449853,LOW,normal
2025-01,Satna,1782,145600.0,0.0122390109890109,LOW,scheme
2025-02,Satna,603,145600.0,0.0041414835164835,LOW,normal
2025-03,Satna,428,145600.0,0.0029395604395604,LOW,exam
2025-04,Satna,244,145600.0,0.0016758241758241,LOW,exam
2025-05,Satna,306,145600.0,0.0021016483516483,LOW,normal
2025-06,Satna,396,145600.0,0.0027197802197802,LOW,normal
2025-07,Satna,213,145600.0,0.001462912087912,LOW,normal
2025-08,Satna,621,145600.0,0.0042651098901098,LOW,normal
2025-09,Satna,532,145600.0,0.0036538461538461,LOW,normal
2025-10,Satna,556,145600.0,0.0038186813186813,LOW,festival
2025-11,Satna,576,145600.0,0.0039560439560439,LOW,festival
2025-12,Satna,451,145600.0,0.0030975274725274,LOW,normal
2025-01,Sawai Madhopur,1377,74880.0,0.018389423076923,LOW,scheme
2025-02,Sawai Madhopur,319,74880.0,0.0042601495726495,LOW,normal
2025-03,Sawai Madhopur,177,74880.0,0.002363782051282,LOW,exam
2025-04,Sawai Madhopur,162,74880.0,0.0021634615384615,LOW,exam
2025-05,Sawai Madhopur,244,74880.0,0.003258547008547,LOW,normal
2025-06,Sawai Madhopur,208,74880.0,0.0027777777777777,LOW,normal
2025-07,Sawai Madhopur,144,74880.0,0.0019230769230769,LOW,normal
2025-08,Sawai Madhopur,275,74880.0,0.0036725427350427,LOW,normal
2025-09,Sawai Madhopur,338,74880.0,0.0045138888888888,LOW,normal
2025-10,Sawai Madhopur,296,74880.0,0.0039529914529914,LOW,festival
2025-11,Sawai Madhopur,228,74880.0,0.0030448717948717,LOW,festival
2025-12,Sawai Madhopur,273,74880.0,0.0036458333333333,LOW,normal
2025-01,Sehore,2395,45760.0,0.0523382867132867,LOW,scheme
2025-02,Sehore,215,45760.0,0.0046984265734265,LOW,normal
2025-03,Sehore,140,45760.0,0.0030594405594405,LOW,exam
2025-04,Sehore,92,45760.0,0.0020104895104895,LOW,exam
2025-05,Sehore,101,45760.0,0.0022071678321678,LOW,normal
2025-06,Sehore,76,45760.0,0.0016608391608391,LOW,normal
2025-07,Sehore,61,45760.0,0.0013330419580419,LOW,normal
2025-08,Sehore,213,45760.0,0.0046547202797202,LOW,normal
2025-09,Sehore,158,45760.0,0.0034527972027972,LOW,normal
2025-10,Sehore,177,45760.0,0.0038680069930069,LOW,festival
2025-11,Sehore,161,45760.0,0.0035183566433566,LOW,festival
2025-12,Sehore,167,45760.0,0.0036494755244755,LOW,normal
2025-01,Senapati,43,41600.0,0.0010336538461538,LOW,scheme
2025-02,Senapati,126,41600.0,0.0030288461538461,LOW,normal
2025-03,Senapati,39,41600.0,0.0009375,LOW,exam
2025-04,Senapati,23,41600.0,0.0005528846153846,LOW,exam
2025-05,Senapati,53,41600.0,0.0012740384615384,LOW,normal
2025-06,Senapati,82,41600.0,0.0019711538461538,LOW,normal
2025-07,Senapati,14,41600.0,0.0003365384615384,LOW,normal
2025-08,Senapati,43,41600.0,0.0010336538461538,LOW,normal
2025-09,Senapati,45,41600.0,0.0010817307692307,LOW,normal
2025-10,Senapati,61,41600.0,0.0014663461538461,LOW,festival
2025-11,Senapati,65,41600.0,0.0015625,LOW,festival
2025-12,Senapati,28,41600.0,0.0006730769230769,LOW,normal
2025-01,Seoni,217,122720.0,0.0017682529335071,LOW,scheme
2025-02,Seoni,323,122720.0,0.0026320078226857,LOW,normal
2025-03,Seoni,105,122720.0,0.0008556062581486,LOW,exam
2025-04,Seoni,128,122720.0,0.0010430247718383,LOW,exam
2025-05,Seoni,130,122720.0,0.0010593220338983,LOW,normal
2025-06,Seoni,121,122720.0,0.0009859843546284,LOW,normal
2025-07,Seoni,78,122720.0,0.0006355932203389,LOW,normal
2025-08,Seoni,305,122720.0,0.002485332464146,LOW,normal
2025-09,Seoni,302,122720.0,0.002460886571056,LOW,normal
2025-10,Seoni,333,122720.0,0.0027134941329856,LOW,festival
2025-11,Seoni,315,122720.0,0.0025668187744458,LOW,festival
2025-12,Seoni,238,122720.0,0.0019393741851368,LOW,normal
2025-01,Sepahijala,479,24960.0,0.0191907051282051,LOW,scheme
2025-02,Sepahijala,88,24960.0,0.003525641025641,LOW,normal
2025-03,Sepahijala,45,24960.0,0.0018028846153846,LOW,exam
2025-04,Sepahijala,42,24960.0,0.0016826923076923,LOW,exam
2025-05,Sepahijala,50,24960.0,0.0020032051282051,LOW,normal
2025-06,Sepahijala,49,24960.0,0.001963141025641,LOW,normal
2025-07,Sepahijala,26,24960.0,0.0010416666666666,LOW,normal
2025-08,Sepahijala,55,24960.0,0.0022035256410256,LOW,normal
2025-09,Sepahijala,53,24960.0,0.0021233974358974,LOW,normal
2025-10,Sepahijala,51,24960.0,0.0020432692307692,LOW,festival
2025-11,Sepahijala,53,24960.0,0.0021233974358974,LOW,festival
2025-12,Sepahijala,70,24960.0,0.0028044871794871,LOW,normal
2025-01,Seraikela-Kharsawan,84,47840.0,0.0017558528428093,LOW,scheme
2025-02,Seraikela-Kharsawan,184,47840.0,0.0038461538461538,LOW,normal
2025-03,Seraikela-Kharsawan,45,47840.0,0.000940635451505,LOW,exam
2025-04,Seraikela-Kharsawan,35,47840.0,0.0007316053511705,LOW,exam
2025-05,Seraikela-Kharsawan,103,47840.0,0.0021530100334448,LOW,normal
2025-06,Seraikela-Kharsawan,96,47840.0,0.0020066889632107,LOW,normal
2025-07,Seraikela-Kharsawan,94,47840.0,0.0019648829431438,LOW,normal
2025-08,Seraikela-Kharsawan,170,47840.0,0.0035535117056856,LOW,normal
2025-09,Seraikela-Kharsawan,167,47840.0,0.0034908026755852,LOW,normal
2025-10,Seraikela-Kharsawan,188,47840.0,0.0039297658862876,LOW,festival
2025-11,Seraikela-Kharsawan,131,47840.0,0.0027382943143812,LOW,festival
2025-12,Seraikela-Kharsawan,136,47840.0,0.0028428093645484,LOW,normal
2025-01,Seraikela-kharsawan,32,10400.0,0.003076923076923,LOW,scheme
2025-02,Seraikela-kharsawan,55,10400.0,0.0052884615384615,LOW,normal
2025-03,Seraikela-kharsawan,5,10400.0,0.0004807692307692,LOW,exam
2025-04,Seraikela-kharsawan,4,10400.0,0.0003846153846153,LOW,exam
2025-05,Seraikela-kharsawan,8,10400.0,0.0007692307692307,LOW,normal
2025-06,Seraikela-kharsawan,27,10400.0,0.0025961538461538,LOW,normal
2025-07,Seraikela-kharsawan,28,10400.0,0.0026923076923076,LOW,normal
2025-08,Seraikela-kharsawan,51,10400.0,0.0049038461538461,LOW,normal
2025-09,Seraikela-kharsawan,46,10400.0,0.0044230769230769,LOW,normal
2025-10,Seraikela-kharsawan,49,10400.0,0.0047115384615384,LOW,festival
2025-11,Seraikela-kharsawan,34,10400.0,0.0032692307692307,LOW,festival
2025-12,Seraikela-kharsawan,27,10400.0,0.0025961538461538,LOW,normal
2025-01,Serchhip,15,4160.0,0.0036057692307692,LOW,scheme
2025-02,Serchhip,12,4160.0,0.0028846153846153,LOW,normal
2025-03,Serchhip,11,4160.0,0.0026442307692307,LOW,exam
2025-05,Serchhip,7,4160.0,0.0016826923076923,LOW,normal
2025-06,Serchhip,3,4160.0,0.0007211538461538,LOW,normal
2025-08,Serchhip,5,4160.0,0.001201923076923,LOW,normal
2025-09,Serchhip,7,4160.0,0.0016826923076923,LOW,normal
2025-10,Serchhip,4,4160.0,0.0009615384615384,LOW,festival
2025-11,Serchhip,1,4160.0,0.0002403846153846,LOW,festival
2025-12,Serchhip,1,4160.0,0.0002403846153846,LOW,normal
2025-01,Shahdara,1705,47840.0,0.0356396321070234,LOW,scheme
2025-02,Shahdara,32,47840.0,0.0006688963210702,LOW,normal
2025-03,Shahdara,12,47840.0,0.0002508361204013,LOW,exam
2025-04,Shahdara,3,47840.0,6.270903010033444e-05,LOW,exam
2025-05,Shahdara,20,47840.0,0.0004180602006688,LOW,normal
2025-06,Shahdara,16,47840.0,0.0003344481605351,LOW,normal
2025-07,Shahdara,5,47840.0,0.0001045150501672,LOW,normal
2025-08,Shahdara,32,47840.0,0.0006688963210702,LOW,normal
2025-09,Shahdara,20,47840.0,0.0004180602006688,LOW,normal
2025-10,Shahdara,23,47840.0,0.0004807692307692,LOW,festival
2025-11,Shahdara,19,47840.0,0.0003971571906354,LOW,festival
2025-12,Shahdara,23,47840.0,0.0004807692307692,LOW,normal
2025-01,Shahdol,103,91520.0,0.001125437062937,LOW,scheme
2025-02,Shahdol,205,91520.0,0.0022399475524475,LOW,normal
2025-03,Shahdol,161,91520.0,0.0017591783216783,LOW,exam
2025-04,Shahdol,45,91520.0,0.0004916958041958,LOW,exam
2025-05,Shahdol,135,91520.0,0.0014750874125874,LOW,normal
2025-06,Shahdol,192,91520.0,0.002097902097902,LOW,normal
2025-07,Shahdol,119,91520.0,0.0013002622377622,LOW,normal
2025-08,Shahdol,217,91520.0,0.0023710664335664,LOW,normal
2025-09,Shahdol,215,91520.0,0.0023492132867132,LOW,normal
2025-10,Shahdol,239,91520.0,0.002611451048951,LOW,festival
2025-11,Shahdol,178,91520.0,0.00194493006993,LOW,festival
2025-12,Shahdol,194,91520.0,0.0021197552447552,LOW,normal
2025-01,Shaheed Bhagat Singh Nagar,45,10400.0,0.004326923076923,LOW,scheme
2025-02,Shaheed Bhagat Singh Nagar,82,10400.0,0.0078846153846153,LOW,normal
2025-03,Shaheed Bhagat Singh Nagar,30,10400.0,0.0028846153846153,LOW,exam
2025-04,Shaheed Bhagat Singh Nagar,15,10400.0,0.0014423076923076,LOW,exam
2025-05,Shaheed Bhagat Singh Nagar,49,10400.0,0.0047115384615384,LOW,normal
2025-06,Shaheed Bhagat Singh Nagar,24,10400.0,0.0023076923076923,LOW,normal
2025-07,Shaheed Bhagat Singh Nagar,11,10400.0,0.0010576923076923,LOW,normal
2025-08,Shaheed Bhagat Singh Nagar,46,10400.0,0.0044230769230769,LOW,normal
2025-09,Shaheed Bhagat Singh Nagar,47,10400.0,0.0045192307692307,LOW,normal
2025-10,Shaheed Bhagat Singh Nagar,63,10400.0,0.0060576923076923,LOW,festival
2025-11,Shaheed Bhagat Singh Nagar,40,10400.0,0.0038461538461538,LOW,festival
2025-12,Shaheed Bhagat Singh Nagar,38,10400.0,0.0036538461538461,LOW,normal
2025-01,Shahjahanpur,19603,249600.0,0.0785376602564102,LOW,scheme
2025-02,Shahjahanpur,583,249600.0,0.0023357371794871,LOW,normal
2025-03,Shahjahanpur,500,249600.0,0.0020032051282051,LOW,exam
2025-04,Shahjahanpur,317,249600.0,0.001270032051282,LOW,exam
2025-05,Shahjahanpur,437,249600.0,0.0017508012820512,LOW,normal
2025-06,Shahjahanpur,464,249600.0,0.0018589743589743,LOW,normal
2025-07,Shahjahanpur,224,249600.0,0.0008974358974358,LOW,normal
2025-08,Shahjahanpur,460,249600.0,0.0018429487179487,LOW,normal
2025-09,Shahjahanpur,451,249600.0,0.001806891025641,LOW,normal
2025-10,Shahjahanpur,510,249600.0,0.0020432692307692,LOW,festival
2025-11,Shahjahanpur,367,249600.0,0.0014703525641025,LOW,festival
2025-12,Shahjahanpur,402,249600.0,0.0016105769230769,LOW,normal
2025-01,Shajapur,173,52000.0,0.003326923076923,LOW,scheme
2025-02,Shajapur,382,52000.0,0.0073461538461538,LOW,normal
2025-03,Shajapur,246,52000.0,0.0047307692307692,LOW,exam
2025-04,Shajapur,151,52000.0,0.0029038461538461,LOW,exam
2025-05,Shajapur,265,52000.0,0.0050961538461538,LOW,normal
2025-06,Shajapur,178,52000.0,0.0034230769230769,LOW,normal
2025-07,Shajapur,138,52000.0,0.0026538461538461,LOW,normal
2025-08,Shajapur,302,52000.0,0.0058076923076923,LOW,normal
2025-09,Shajapur,298,52000.0,0.0057307692307692,LOW,normal
2025-10,Shajapur,425,52000.0,0.0081730769230769,LOW,festival
2025-11,Shajapur,340,52000.0,0.0065384615384615,LOW,festival
2025-12,Shajapur,302,52000.0,0.0058076923076923,LOW,normal
2025-01,Shamator,3,0.0,inf,HIGH,scheme
2025-02,Shamator,31,0.0,inf,HIGH,normal
2025-03,Shamator,4,0.0,inf,HIGH,exam
2025-04,Shamator,11,0.0,inf,HIGH,exam
2025-05,Shamator,8,0.0,inf,HIGH,normal
2025-06,Shamator,3,0.0,inf,HIGH,normal
2025-07,Shamator,7,0.0,inf,HIGH,normal
2025-08,Shamator,12,0.0,inf,HIGH,normal
2025-09,Shamator,8,0.0,inf,HIGH,normal
2025-10,Shamator,1,0.0,inf,HIGH,festival
2025-11,Shamator,5,0.0,inf,HIGH,festival
2025-12,Shamator,4,0.0,inf,HIGH,normal
2025-01,Shamli,834,124800.0,0.0066826923076923,LOW,scheme
2025-02,Shamli,375,124800.0,0.0030048076923076,LOW,normal
2025-03,Shamli,217,124800.0,0.001738782051282,LOW,exam
2025-04,Shamli,117,124800.0,0.0009375,LOW,exam
2025-05,Shamli,266,124800.0,0.0021314102564102,LOW,normal
2025-06,Shamli,370,124800.0,0.0029647435897435,LOW,normal
2025-07,Shamli,112,124800.0,0.0008974358974358,LOW,normal
2025-08,Shamli,263,124800.0,0.0021073717948717,LOW,normal
2025-09,Shamli,309,124800.0,0.0024759615384615,LOW,normal
2025-10,Shamli,289,124800.0,0.0023157051282051,LOW,festival
2025-11,Shamli,267,124800.0,0.002139423076923,LOW,festival
2025-12,Shamli,285,124800.0,0.0022836538461538,LOW,normal
2025-01,Sheikhpura,81,45760.0,0.0017701048951048,LOW,scheme
2025-02,Sheikhpura,169,45760.0,0.0036931818181818,LOW,normal
2025-03,Sheikhpura,103,45760.0,0.0022508741258741,LOW,exam
2025-04,Sheikhpura,58,45760.0,0.0012674825174825,LOW,exam
2025-05,Sheikhpura,103,45760.0,0.0022508741258741,LOW,normal
2025-06,Sheikhpura,108,45760.0,0.0023601398601398,LOW,normal
2025-07,Sheikhpura,16,45760.0,0.0003496503496503,LOW,normal
2025-08,Sheikhpura,139,45760.0,0.0030375874125874,LOW,normal
2025-09,Sheikhpura,126,45760.0,0.0027534965034965,LOW,normal
2025-10,Sheikhpura,165,45760.0,0.0036057692307692,LOW,festival
2025-11,Sheikhpura,127,45760.0,0.0027753496503496,LOW,festival
2025-12,Sheikhpura,131,45760.0,0.0028627622377622,LOW,normal
2025-01,Sheikpura,3,0.0,inf,HIGH,scheme
2025-02,Sheikpura,3,0.0,inf,HIGH,normal
2025-04,Sheikpura,1,0.0,inf,HIGH,exam
2025-09,Sheikpura,1,0.0,inf,HIGH,normal
2025-10,Sheikpura,4,0.0,inf,HIGH,festival
2025-01,Sheohar,63,52000.0,0.0012115384615384,LOW,scheme
2025-02,Sheohar,151,52000.0,0.0029038461538461,LOW,normal
2025-03,Sheohar,120,52000.0,0.0023076923076923,LOW,exam
2025-04,Sheohar,32,52000.0,0.0006153846153846,LOW,exam
2025-05,Sheohar,130,52000.0,0.0025,LOW,normal
2025-06,Sheohar,108,52000.0,0.002076923076923,LOW,normal
2025-07,Sheohar,57,52000.0,0.0010961538461538,LOW,normal
2025-08,Sheohar,132,52000.0,0.0025384615384615,LOW,normal
2025-09,Sheohar,112,52000.0,0.0021538461538461,LOW,normal
2025-10,Sheohar,144,52000.0,0.0027692307692307,LOW,festival
2025-11,Sheohar,100,52000.0,0.0019230769230769,LOW,festival
2025-12,Sheohar,89,52000.0,0.0017115384615384,LOW,normal
2025-01,Sheopur,4118,64480.0,0.06386476426799,LOW,scheme
2025-02,Sheopur,176,64480.0,0.0027295285359801,LOW,normal
2025-03,Sheopur,70,64480.0,0.0010856079404466,LOW,exam
2025-04,Sheopur,82,64480.0,0.0012717121588089,LOW,exam
2025-05,Sheopur,92,64480.0,0.0014267990074441,LOW,normal
2025-06,Sheopur,117,64480.0,0.0018145161290322,LOW,normal
2025-07,Sheopur,62,64480.0,0.0009615384615384,LOW,normal
2025-08,Sheopur,185,64480.0,0.0028691066997518,LOW,normal
2025-09,Sheopur,194,64480.0,0.0030086848635235,LOW,normal
2025-10,Sheopur,184,64480.0,0.0028535980148883,LOW,festival
2025-11,Sheopur,184,64480.0,0.0028535980148883,LOW,festival
2025-12,Sheopur,220,64480.0,0.0034119106699751,LOW,normal
2025-03,Shi-yomi,4,0.0,inf,HIGH,exam
2025-06,Shi-yomi,11,0.0,inf,HIGH,normal
2025-08,Shi-yomi,4,0.0,inf,HIGH,normal
2025-10,Shi-yomi,1,0.0,inf,HIGH,festival
2025-11,Shi-yomi,1,0.0,inf,HIGH,festival
2025-01,Shimla,14,27040.0,0.0005177514792899,LOW,scheme
2025-02,Shimla,76,27040.0,0.0028106508875739,LOW,normal
2025-03,Shimla,35,27040.0,0.0012943786982248,LOW,exam
2025-04,Shimla,15,27040.0,0.0005547337278106,LOW,exam
2025-05,Shimla,51,27040.0,0.0018860946745562,LOW,normal
2025-06,Shimla,47,27040.0,0.0017381656804733,LOW,normal
2025-07,Shimla,30,27040.0,0.0011094674556213,LOW,normal
2025-08,Shimla,63,27040.0,0.0023298816568047,LOW,normal
2025-09,Shimla,80,27040.0,0.0029585798816568,LOW,normal
2025-10,Shimla,68,27040.0,0.0025147928994082,LOW,festival
2025-11,Shimla,49,27040.0,0.0018121301775147,LOW,festival
2025-12,Shimla,54,27040.0,0.0019970414201183,LOW,normal
2025-01,Shimoga,57,24960.0,0.0022836538461538,LOW,scheme
2025-02,Shimoga,117,24960.0,0.0046875,LOW,normal
2025-03,Shimoga,49,24960.0,0.001963141025641,LOW,exam
2025-04,Shimoga,53,24960.0,0.0021233974358974,LOW,exam
2025-05,Shimoga,77,24960.0,0.0030849358974358,LOW,normal
2025-06,Shimoga,77,24960.0,0.0030849358974358,LOW,normal
2025-07,Shimoga,31,24960.0,0.0012419871794871,LOW,normal
2025-08,Shimoga,77,24960.0,0.0030849358974358,LOW,normal
2025-09,Shimoga,93,24960.0,0.0037259615384615,LOW,normal
2025-10,Shimoga,111,24960.0,0.0044471153846153,LOW,festival
2025-11,Shimoga,97,24960.0,0.0038862179487179,LOW,festival
2025-12,Shimoga,61,24960.0,0.0024439102564102,LOW,normal
2025-01,Shivamogga,59,41600.0,0.0014182692307692,LOW,scheme
2025-02,Shivamogga,150,41600.0,0.0036057692307692,LOW,normal
2025-03,Shivamogga,76,41600.0,0.001826923076923,LOW,exam
2025-04,Shivamogga,31,41600.0,0.0007451923076923,LOW,exam
2025-05,Shivamogga,50,41600.0,0.001201923076923,LOW,normal
2025-06,Shivamogga,72,41600.0,0.0017307692307692,LOW,normal
2025-07,Shivamogga,24,41600.0,0.000576923076923,LOW,normal
2025-08,Shivamogga,90,41600.0,0.0021634615384615,LOW,normal
2025-09,Shivamogga,72,41600.0,0.0017307692307692,LOW,normal
2025-10,Shivamogga,96,41600.0,0.0023076923076923,LOW,festival
2025-11,Shivamogga,107,41600.0,0.0025721153846153,LOW,festival
2025-12,Shivamogga,68,41600.0,0.0016346153846153,LOW,normal
2025-01,Shivpuri,4412,114400.0,0.0385664335664335,LOW,scheme
2025-02,Shivpuri,467,114400.0,0.0040821678321678,LOW,normal
2025-03,Shivpuri,285,114400.0,0.0024912587412587,LOW,exam
2025-04,Shivpuri,262,114400.0,0.0022902097902097,LOW,exam
2025-05,Shivpuri,180,114400.0,0.0015734265734265,LOW,normal
2025-06,Shivpuri,269,114400.0,0.0023513986013986,LOW,normal
2025-07,Shivpuri,132,114400.0,0.0011538461538461,LOW,normal
2025-08,Shivpuri,489,114400.0,0.0042744755244755,LOW,normal
2025-09,Shivpuri,459,114400.0,0.0040122377622377,LOW,normal
2025-10,Shivpuri,456,114400.0,0.0039860139860139,LOW,festival
2025-11,Shivpuri,460,114400.0,0.004020979020979,LOW,festival
2025-12,Shivpuri,458,114400.0,0.0040034965034965,LOW,normal
2025-01,Shopian,556,,,HIGH,scheme
2025-01,Shravasti,3422,,,HIGH,scheme
2025-01,Shrawasti,1802,104000.0,0.017326923076923,LOW,scheme
2025-02,Shrawasti,200,104000.0,0.0019230769230769,LOW,normal
2025-03,Shrawasti,180,104000.0,0.0017307692307692,LOW,exam
2025-04,Shrawasti,153,104000.0,0.0014711538461538,LOW,exam
2025-05,Shrawasti,111,104000.0,0.0010673076923076,LOW,normal
2025-06,Shrawasti,138,104000.0,0.001326923076923,LOW,normal
2025-07,Shrawasti,54,104000.0,0.0005192307692307,LOW,normal
2025-08,Shrawasti,204,104000.0,0.0019615384615384,LOW,normal
2025-09,Shrawasti,211,104000.0,0.0020288461538461,LOW,normal
2025-10,Shrawasti,224,104000.0,0.0021538461538461,LOW,festival
2025-11,Shrawasti,181,104000.0,0.0017403846153846,LOW,festival
2025-12,Shrawasti,180,104000.0,0.0017307692307692,LOW,normal
2025-01,Shupiyan,12,14560.0,0.0008241758241758,LOW,scheme
2025-02,Shupiyan,24,14560.0,0.0016483516483516,LOW,normal
2025-03,Shupiyan,12,14560.0,0.0008241758241758,LOW,exam
2025-04,Shupiyan,9,14560.0,0.0006181318681318,LOW,exam
2025-05,Shupiyan,11,14560.0,0.0007554945054945,LOW,normal
2025-06,Shupiyan,14,14560.0,0.0009615384615384,LOW,normal
2025-07,Shupiyan,4,14560.0,0.0002747252747252,LOW,normal
2025-08,Shupiyan,12,14560.0,0.0008241758241758,LOW,normal
2025-09,Shupiyan,31,14560.0,0.0021291208791208,LOW,normal
2025-10,Shupiyan,34,14560.0,0.0023351648351648,LOW,festival
2025-11,Shupiyan,19,14560.0,0.001304945054945,LOW,festival
2025-12,Shupiyan,7,14560.0,0.0004807692307692,LOW,normal
2025-01,Siang,1,2080.0,0.0004807692307692,LOW,scheme
2025-02,Siang,1,2080.0,0.0004807692307692,LOW,normal
2025-03,Siang,5,2080.0,0.0024038461538461,LOW,exam
2025-04,Siang,3,2080.0,0.0014423076923076,LOW,exam
2025-07,Siang,1,2080.0,0.0004807692307692,LOW,normal
2025-08,Siang,5,2080.0,0.0024038461538461,LOW,normal
2025-10,Siang,1,2080.0,0.0004807692307692,LOW,festival
2025-11,Siang,7,2080.0,0.0033653846153846,LOW,festival
2025-12,Siang,4,2080.0,0.0019230769230769,LOW,normal
2025-01,Sibsagar,1129,20800.0,0.0542788461538461,LOW,scheme
2025-02,Sibsagar,112,20800.0,0.0053846153846153,LOW,normal
2025-03,Sibsagar,113,20800.0,0.0054326923076923,LOW,exam
2025-04,Sibsagar,54,20800.0,0.0025961538461538,LOW,exam
2025-05,Sibsagar,103,20800.0,0.004951923076923,LOW,normal
2025-06,Sibsagar,103,20800.0,0.004951923076923,LOW,normal
2025-07,Sibsagar,117,20800.0,0.005625,LOW,normal
2025-08,Sibsagar,86,20800.0,0.0041346153846153,LOW,normal
2025-09,Sibsagar,77,20800.0,0.003701923076923,LOW,normal
2025-10,Sibsagar,80,20800.0,0.0038461538461538,LOW,festival
2025-11,Sibsagar,59,20800.0,0.0028365384615384,LOW,festival
2025-12,Sibsagar,39,20800.0,0.001875,LOW,normal
2025-01,Siddharth Nagar,5860,,,HIGH,scheme
2025-01,Siddharthnagar,5266,156000.0,0.0337564102564102,LOW,scheme
2025-02,Siddharthnagar,505,156000.0,0.0032371794871794,LOW,normal
2025-03,Siddharthnagar,424,156000.0,0.0027179487179487,LOW,exam
2025-04,Siddharthnagar,310,156000.0,0.0019871794871794,LOW,exam
2025-05,Siddharthnagar,417,156000.0,0.0026730769230769,LOW,normal
2025-06,Siddharthnagar,386,156000.0,0.0024743589743589,LOW,normal
2025-07,Siddharthnagar,197,156000.0,0.0012628205128205,LOW,normal
2025-08,Siddharthnagar,594,156000.0,0.0038076923076923,LOW,normal
2025-09,Siddharthnagar,622,156000.0,0.0039871794871794,LOW,normal
2025-10,Siddharthnagar,620,156000.0,0.0039743589743589,LOW,festival
2025-11,Siddharthnagar,343,156000.0,0.0021987179487179,LOW,festival
2025-12,Siddharthnagar,456,156000.0,0.0029230769230769,LOW,normal
2025-01,Siddipet,50,60320.0,0.0008289124668435,LOW,scheme
2025-02,Siddipet,120,60320.0,0.0019893899204244,LOW,normal
2025-03,Siddipet,70,60320.0,0.0011604774535809,LOW,exam
2025-04,Siddipet,54,60320.0,0.0008952254641909,LOW,exam
2025-05,Siddipet,32,60320.0,0.0005305039787798,LOW,normal
2025-06,Siddipet,53,60320.0,0.0008786472148541,LOW,normal
2025-07,Siddipet,32,60320.0,0.0005305039787798,LOW,normal
2025-08,Siddipet,78,60320.0,0.0012931034482758,LOW,normal
2025-09,Siddipet,76,60320.0,0.0012599469496021,LOW,normal
2025-10,Siddipet,119,60320.0,0.0019728116710875,LOW,festival
2025-11,Siddipet,84,60320.0,0.001392572944297,LOW,festival
2025-12,Siddipet,84,60320.0,0.001392572944297,LOW,normal
2025-01,Sidhi,147,89440.0,0.0016435599284436,LOW,scheme
2025-02,Sidhi,248,89440.0,0.002772808586762,LOW,normal
2025-03,Sidhi,224,89440.0,0.0025044722719141,LOW,exam
2025-04,Sidhi,92,89440.0,0.0010286225402504,LOW,exam
2025-05,Sidhi,173,89440.0,0.0019342576028622,LOW,normal
2025-06,Sidhi,284,89440.0,0.0031753130590339,LOW,normal
2025-07,Sidhi,112,89440.0,0.001252236135957,LOW,normal
2025-08,Sidhi,277,89440.0,0.0030970483005366,LOW,normal
2025-09,Sidhi,319,89440.0,0.0035666368515205,LOW,normal
2025-10,Sidhi,244,89440.0,0.0027280858676207,LOW,festival
2025-11,Sidhi,236,89440.0,0.0026386404293381,LOW,festival
2025-12,Sidhi,213,89440.0,0.0023814847942754,LOW,normal
2025-01,Sikar,1600,131040.0,0.0122100122100122,LOW,scheme
2025-02,Sikar,549,131040.0,0.0041895604395604,LOW,normal
2025-03,Sikar,450,131040.0,0.0034340659340659,LOW,exam
2025-04,Sikar,317,131040.0,0.0024191086691086,LOW,exam
2025-05,Sikar,342,131040.0,0.0026098901098901,LOW,normal
2025-06,Sikar,479,131040.0,0.0036553724053724,LOW,normal
2025-07,Sikar,208,131040.0,0.0015873015873015,LOW,normal
2025-08,Sikar,571,131040.0,0.0043574481074481,LOW,normal
2025-09,Sikar,738,131040.0,0.0056318681318681,LOW,normal
2025-10,Sikar,576,131040.0,0.0043956043956043,LOW,festival
2025-11,Sikar,436,131040.0,0.0033272283272283,LOW,festival
2025-12,Sikar,497,131040.0,0.003792735042735,LOW,normal
2025-01,Simdega,88,43680.0,0.002014652014652,LOW,scheme
2025-02,Simdega,121,43680.0,0.0027701465201465,LOW,normal
2025-03,Simdega,40,43680.0,0.0009157509157509,LOW,exam
