state,district,month,monthly_total_load,district_3M_forecast
Uttar Pradesh,Jyotiba Phule Nagar,2025-05-01,5,3.3333333333333335
Uttar Pradesh,Jyotiba Phule Nagar,2025-08-01,5,3.6666666666666665
Uttar Pradesh,Jyotiba Phule Nagar,2025-09-01,3,4.333333333333333
Uttar Pradesh,Jyotiba Phule Nagar,2025-10-01,12,6.666666666666667
Uttar Pradesh,Jyotiba Phule Nagar,2025-12-01,4,6.333333333333333
Uttar Pradesh,Kannauj,2025-01-01,1670,
Uttar Pradesh,Kannauj,2025-02-01,277,
Uttar Pradesh,Kannauj,2025-03-01,202,716.3333333333334
Uttar Pradesh,Kannauj,2025-04-01,139,206.0
Uttar Pradesh,Kannauj,2025-05-01,273,204.66666666666666
Uttar Pradesh,Kannauj,2025-06-01,205,205.66666666666666
Uttar Pradesh,Kannauj,2025-07-01,213,230.33333333333334
Uttar Pradesh,Kannauj,2025-08-01,243,220.33333333333334
Uttar Pradesh,Kannauj,2025-09-01,286,247.33333333333334
Uttar Pradesh,Kannauj,2025-10-01,377,302.0
Uttar Pradesh,Kannauj,2025-11-01,177,280.0
Uttar Pradesh,Kannauj,2025-12-01,269,274.3333333333333
Uttar Pradesh,Kanpur Dehat,2025-01-01,3976,
Uttar Pradesh,Kanpur Dehat,2025-02-01,271,
Uttar Pradesh,Kanpur Dehat,2025-03-01,217,1488.0
Uttar Pradesh,Kanpur Dehat,2025-04-01,180,222.66666666666666
Uttar Pradesh,Kanpur Dehat,2025-05-01,228,208.33333333333334
Uttar Pradesh,Kanpur Dehat,2025-06-01,261,223.0
Uttar Pradesh,Kanpur Dehat,2025-07-01,113,200.66666666666666
Uttar Pradesh,Kanpur Dehat,2025-08-01,251,208.33333333333334
Uttar Pradesh,Kanpur Dehat,2025-09-01,262,208.66666666666666
Uttar Pradesh,Kanpur Dehat,2025-10-01,238,250.33333333333334
Uttar Pradesh,Kanpur Dehat,2025-11-01,193,231.0
Uttar Pradesh,Kanpur Dehat,2025-12-01,239,223.33333333333334
Uttar Pradesh,Kanpur Nagar,2025-01-01,12670,
Uttar Pradesh,Kanpur Nagar,2025-02-01,958,
Uttar Pradesh,Kanpur Nagar,2025-03-01,533,4720.333333333333
Uttar Pradesh,Kanpur Nagar,2025-04-01,328,606.3333333333334
Uttar Pradesh,Kanpur Nagar,2025-05-01,447,436.0
Uttar Pradesh,Kanpur Nagar,2025-06-01,540,438.3333333333333
Uttar Pradesh,Kanpur Nagar,2025-07-01,363,450.0
Uttar Pradesh,Kanpur Nagar,2025-08-01,690,531.0
Uttar Pradesh,Kanpur Nagar,2025-09-01,887,646.6666666666666
Uttar Pradesh,Kanpur Nagar,2025-10-01,1023,866.6666666666666
Uttar Pradesh,Kanpur Nagar,2025-11-01,558,822.6666666666666
Uttar Pradesh,Kanpur Nagar,2025-12-01,656,745.6666666666666
Uttar Pradesh,Kasganj,2025-01-01,3118,
Uttar Pradesh,Kasganj,2025-02-01,198,
Uttar Pradesh,Kasganj,2025-03-01,166,1160.6666666666667
Uttar Pradesh,Kasganj,2025-04-01,76,146.66666666666666
Uttar Pradesh,Kasganj,2025-05-01,126,122.66666666666667
Uttar Pradesh,Kasganj,2025-06-01,147,116.33333333333333
Uttar Pradesh,Kasganj,2025-07-01,80,117.66666666666667
Uttar Pradesh,Kasganj,2025-08-01,192,139.66666666666666
Uttar Pradesh,Kasganj,2025-09-01,170,147.33333333333334
Uttar Pradesh,Kasganj,2025-10-01,223,195.0
Uttar Pradesh,Kasganj,2025-11-01,139,177.33333333333334
Uttar Pradesh,Kasganj,2025-12-01,174,178.66666666666666
Uttar Pradesh,Kaushambi,2025-01-01,2094,
Uttar Pradesh,Kaushambi,2025-02-01,351,
Uttar Pradesh,Kaushambi,2025-03-01,227,890.6666666666666
Uttar Pradesh,Kaushambi,2025-04-01,112,230.0
Uttar Pradesh,Kaushambi,2025-05-01,190,176.33333333333334
Uttar Pradesh,Kaushambi,2025-06-01,189,163.66666666666666
Uttar Pradesh,Kaushambi,2025-07-01,127,168.66666666666666
Uttar Pradesh,Kaushambi,2025-08-01,270,195.33333333333334
Uttar Pradesh,Kaushambi,2025-09-01,263,220.0
Uttar Pradesh,Kaushambi,2025-10-01,313,282.0
Uttar Pradesh,Kaushambi,2025-11-01,266,280.6666666666667
Uttar Pradesh,Kaushambi,2025-12-01,267,282.0
Uttar Pradesh,Kheri,2025-01-01,11510,
Uttar Pradesh,Kheri,2025-02-01,1019,
Uttar Pradesh,Kheri,2025-03-01,718,4415.666666666667
Uttar Pradesh,Kheri,2025-04-01,506,747.6666666666666
Uttar Pradesh,Kheri,2025-05-01,554,592.6666666666666
Uttar Pradesh,Kheri,2025-06-01,552,537.3333333333334
Uttar Pradesh,Kheri,2025-07-01,335,480.3333333333333
Uttar Pradesh,Kheri,2025-08-01,865,584.0
Uttar Pradesh,Kheri,2025-09-01,864,688.0
Uttar Pradesh,Kheri,2025-10-01,976,901.6666666666666
Uttar Pradesh,Kheri,2025-11-01,649,829.6666666666666
Uttar Pradesh,Kheri,2025-12-01,691,772.0
Uttar Pradesh,Kushi Nagar,2025-01-01,2120,
Uttar Pradesh,Kushinagar,2025-01-01,898,
Uttar Pradesh,Kushinagar,2025-02-01,740,
Uttar Pradesh,Kushinagar,2025-03-01,389,675.6666666666666
Uttar Pradesh,Kushinagar,2025-04-01,262,463.6666666666667
Uttar Pradesh,Kushinagar,2025-05-01,451,367.3333333333333
Uttar Pradesh,Kushinagar,2025-06-01,398,370.3333333333333
Uttar Pradesh,Kushinagar,2025-07-01,298,382.3333333333333
Uttar Pradesh,Kushinagar,2025-08-01,468,388.0
Uttar Pradesh,Kushinagar,2025-09-01,435,400.3333333333333
Uttar Pradesh,Kushinagar,2025-10-01,634,512.3333333333334
Uttar Pradesh,Kushinagar,2025-11-01,340,469.6666666666667
Uttar Pradesh,Kushinagar,2025-12-01,392,455.3333333333333
Uttar Pradesh,Kushinagar *,2025-06-01,1,
Uttar Pradesh,Lalitpur,2025-01-01,468,
Uttar Pradesh,Lalitpur,2025-02-01,269,
Uttar Pradesh,Lalitpur,2025-03-01,155,297.3333333333333
Uttar Pradesh,Lalitpur,2025-04-01,124,182.66666666666666
Uttar Pradesh,Lalitpur,2025-05-01,151,143.33333333333334
Uttar Pradesh,Lalitpur,2025-06-01,162,145.66666666666666
Uttar Pradesh,Lalitpur,2025-07-01,82,131.66666666666666
Uttar Pradesh,Lalitpur,2025-08-01,188,144.0
Uttar Pradesh,Lalitpur,2025-09-01,193,154.33333333333334
Uttar Pradesh,Lalitpur,2025-10-01,221,200.66666666666666
Uttar Pradesh,Lalitpur,2025-11-01,188,200.66666666666666
Uttar Pradesh,Lalitpur,2025-12-01,251,220.0
Uttar Pradesh,Lucknow,2025-01-01,9652,
Uttar Pradesh,Lucknow,2025-02-01,1245,
Uttar Pradesh,Lucknow,2025-03-01,599,3832.0
Uttar Pradesh,Lucknow,2025-04-01,501,781.6666666666666
Uttar Pradesh,Lucknow,2025-05-01,439,513.0
Uttar Pradesh,Lucknow,2025-06-01,613,517.6666666666666
Uttar Pradesh,Lucknow,2025-07-01,385,479.0
Uttar Pradesh,Lucknow,2025-08-01,755,584.3333333333334
Uttar Pradesh,Lucknow,2025-09-01,957,699.0
Uttar Pradesh,Lucknow,2025-10-01,917,876.3333333333334
Uttar Pradesh,Lucknow,2025-11-01,551,808.3333333333334
Uttar Pradesh,Lucknow,2025-12-01,693,720.3333333333334
Uttar Pradesh,Maharajganj,2025-01-01,11056,
Uttar Pradesh,Maharajganj,2025-02-01,576,
Uttar Pradesh,Maharajganj,2025-03-01,321,3984.3333333333335
Uttar Pradesh,Maharajganj,2025-04-01,229,375.3333333333333
Uttar Pradesh,Maharajganj,2025-05-01,352,300.6666666666667
Uttar Pradesh,Maharajganj,2025-06-01,371,317.3333333333333
Uttar Pradesh,Maharajganj,2025-07-01,225,316.0
Uttar Pradesh,Maharajganj,2025-08-01,456,350.6666666666667
Uttar Pradesh,Maharajganj,2025-09-01,667,449.3333333333333
Uttar Pradesh,Maharajganj,2025-10-01,567,563.3333333333334
Uttar Pradesh,Maharajganj,2025-11-01,351,528.3333333333334
Uttar Pradesh,Maharajganj,2025-12-01,396,438.0
Uttar Pradesh,Mahoba,2025-01-01,105,
Uttar Pradesh,Mahoba,2025-02-01,188,
Uttar Pradesh,Mahoba,2025-03-01,120,137.66666666666666
Uttar Pradesh,Mahoba,2025-04-01,85,131.0
Uttar Pradesh,Mahoba,2025-05-01,136,113.66666666666667
Uttar Pradesh,Mahoba,2025-06-01,113,111.33333333333333
Uttar Pradesh,Mahoba,2025-07-01,47,98.66666666666667
Uttar Pradesh,Mahoba,2025-08-01,120,93.33333333333333
Uttar Pradesh,Mahoba,2025-09-01,124,97.0
Uttar Pradesh,Mahoba,2025-10-01,163,135.66666666666666
Uttar Pradesh,Mahoba,2025-11-01,135,140.66666666666666
Uttar Pradesh,Mahoba,2025-12-01,123,140.33333333333334
Uttar Pradesh,Mahrajganj,2025-05-01,1,
Uttar Pradesh,Mainpuri,2025-01-01,5434,
Uttar Pradesh,Mainpuri,2025-02-01,437,
Uttar Pradesh,Mainpuri,2025-03-01,296,2055.6666666666665
Uttar Pradesh,Mainpuri,2025-04-01,163,298.6666666666667
Uttar Pradesh,Mainpuri,2025-05-01,236,231.66666666666666
Uttar Pradesh,Mainpuri,2025-06-01,204,201.0
Uttar Pradesh,Mainpuri,2025-07-01,202,214.0
Uttar Pradesh,Mainpuri,2025-08-01,288,231.33333333333334
Uttar Pradesh,Mainpuri,2025-09-01,363,284.3333333333333
Uttar Pradesh,Mainpuri,2025-10-01,509,386.6666666666667
Uttar Pradesh,Mainpuri,2025-11-01,255,375.6666666666667
Uttar Pradesh,Mainpuri,2025-12-01,444,402.6666666666667
Uttar Pradesh,Mathura,2025-01-01,2574,
Uttar Pradesh,Mathura,2025-02-01,572,
Uttar Pradesh,Mathura,2025-03-01,329,1158.3333333333333
Uttar Pradesh,Mathura,2025-04-01,209,370.0
Uttar Pradesh,Mathura,2025-05-01,309,282.3333333333333
Uttar Pradesh,Mathura,2025-06-01,410,309.3333333333333
Uttar Pradesh,Mathura,2025-07-01,221,313.3333333333333
Uttar Pradesh,Mathura,2025-08-01,441,357.3333333333333
Uttar Pradesh,Mathura,2025-09-01,416,359.3333333333333
Uttar Pradesh,Mathura,2025-10-01,562,473.0
Uttar Pradesh,Mathura,2025-11-01,343,440.3333333333333
Uttar Pradesh,Mathura,2025-12-01,389,431.3333333333333
Uttar Pradesh,Mau,2025-01-01,278,
Uttar Pradesh,Mau,2025-02-01,445,
Uttar Pradesh,Mau,2025-03-01,278,333.6666666666667
Uttar Pradesh,Mau,2025-04-01,254,325.6666666666667
Uttar Pradesh,Mau,2025-05-01,274,268.6666666666667
Uttar Pradesh,Mau,2025-06-01,254,260.6666666666667
Uttar Pradesh,Mau,2025-07-01,128,218.66666666666666
Uttar Pradesh,Mau,2025-08-01,323,235.0
Uttar Pradesh,Mau,2025-09-01,320,257.0
Uttar Pradesh,Mau,2025-10-01,367,336.6666666666667
Uttar Pradesh,Mau,2025-11-01,338,341.6666666666667
Uttar Pradesh,Mau,2025-12-01,294,333.0
Uttar Pradesh,Meerut,2025-01-01,12928,
Uttar Pradesh,Meerut,2025-02-01,1046,
Uttar Pradesh,Meerut,2025-03-01,427,4800.333333333333
Uttar Pradesh,Meerut,2025-04-01,359,610.6666666666666
Uttar Pradesh,Meerut,2025-05-01,462,416.0
Uttar Pradesh,Meerut,2025-06-01,490,437.0
Uttar Pradesh,Meerut,2025-07-01,302,418.0
Uttar Pradesh,Meerut,2025-08-01,662,484.6666666666667
Uttar Pradesh,Meerut,2025-09-01,652,538.6666666666666
Uttar Pradesh,Meerut,2025-10-01,782,698.6666666666666
Uttar Pradesh,Meerut,2025-11-01,416,616.6666666666666
Uttar Pradesh,Meerut,2025-12-01,545,581.0
Uttar Pradesh,Mirzapur,2025-01-01,251,
Uttar Pradesh,Mirzapur,2025-02-01,429,
Uttar Pradesh,Mirzapur,2025-03-01,324,334.6666666666667
Uttar Pradesh,Mirzapur,2025-04-01,261,338.0
Uttar Pradesh,Mirzapur,2025-05-01,285,290.0
Uttar Pradesh,Mirzapur,2025-06-01,327,291.0
Uttar Pradesh,Mirzapur,2025-07-01,278,296.6666666666667
Uttar Pradesh,Mirzapur,2025-08-01,439,348.0
Uttar Pradesh,Mirzapur,2025-09-01,529,415.3333333333333
Uttar Pradesh,Mirzapur,2025-10-01,460,476.0
Uttar Pradesh,Mirzapur,2025-11-01,296,428.3333333333333
Uttar Pradesh,Mirzapur,2025-12-01,379,378.3333333333333
Uttar Pradesh,Moradabad,2025-01-01,14259,
Uttar Pradesh,Moradabad,2025-02-01,756,
Uttar Pradesh,Moradabad,2025-03-01,285,5100.0
Uttar Pradesh,Moradabad,2025-04-01,209,416.6666666666667
Uttar Pradesh,Moradabad,2025-05-01,458,317.3333333333333
Uttar Pradesh,Moradabad,2025-06-01,475,380.6666666666667
Uttar Pradesh,Moradabad,2025-07-01,274,402.3333333333333
Uttar Pradesh,Moradabad,2025-08-01,386,378.3333333333333
Uttar Pradesh,Moradabad,2025-09-01,537,399.0
Uttar Pradesh,Moradabad,2025-10-01,720,547.6666666666666
Uttar Pradesh,Moradabad,2025-11-01,382,546.3333333333334
Uttar Pradesh,Moradabad,2025-12-01,450,517.3333333333334
Uttar Pradesh,Muzaffarnagar,2025-01-01,3754,
Uttar Pradesh,Muzaffarnagar,2025-02-01,578,
Uttar Pradesh,Muzaffarnagar,2025-03-01,270,1534.0
Uttar Pradesh,Muzaffarnagar,2025-04-01,184,344.0
Uttar Pradesh,Muzaffarnagar,2025-05-01,347,267.0
Uttar Pradesh,Muzaffarnagar,2025-06-01,369,300.0
Uttar Pradesh,Muzaffarnagar,2025-07-01,225,313.6666666666667
Uttar Pradesh,Muzaffarnagar,2025-08-01,413,335.6666666666667
Uttar Pradesh,Muzaffarnagar,2025-09-01,436,358.0
Uttar Pradesh,Muzaffarnagar,2025-10-01,493,447.3333333333333
Uttar Pradesh,Muzaffarnagar,2025-11-01,342,423.6666666666667
Uttar Pradesh,Muzaffarnagar,2025-12-01,375,403.3333333333333
Uttar Pradesh,Pilibhit,2025-01-01,10041,
Uttar Pradesh,Pilibhit,2025-02-01,348,
Uttar Pradesh,Pilibhit,2025-03-01,240,3543.0
Uttar Pradesh,Pilibhit,2025-04-01,202,263.3333333333333
Uttar Pradesh,Pilibhit,2025-05-01,221,221.0
Uttar Pradesh,Pilibhit,2025-06-01,254,225.66666666666666
Uttar Pradesh,Pilibhit,2025-07-01,116,197.0
Uttar Pradesh,Pilibhit,2025-08-01,333,234.33333333333334
Uttar Pradesh,Pilibhit,2025-09-01,359,269.3333333333333
Uttar Pradesh,Pilibhit,2025-10-01,436,376.0
Uttar Pradesh,Pilibhit,2025-11-01,202,332.3333333333333
Uttar Pradesh,Pilibhit,2025-12-01,227,288.3333333333333
Uttar Pradesh,Pratapgarh,2025-01-01,378,
Uttar Pradesh,Pratapgarh,2025-02-01,574,
Uttar Pradesh,Pratapgarh,2025-03-01,352,434.6666666666667
Uttar Pradesh,Pratapgarh,2025-04-01,284,403.3333333333333
Uttar Pradesh,Pratapgarh,2025-05-01,294,310.0
Uttar Pradesh,Pratapgarh,2025-06-01,402,326.6666666666667
Uttar Pradesh,Pratapgarh,2025-07-01,189,295.0
Uttar Pradesh,Pratapgarh,2025-08-01,459,350.0
Uttar Pradesh,Pratapgarh,2025-09-01,478,375.3333333333333
Uttar Pradesh,Pratapgarh,2025-10-01,664,533.6666666666666
Uttar Pradesh,Pratapgarh,2025-11-01,375,505.6666666666667
Uttar Pradesh,Pratapgarh,2025-12-01,421,486.6666666666667
Uttar Pradesh,Prayagraj,2025-01-01,1616,
Uttar Pradesh,Prayagraj,2025-02-01,72,
Uttar Pradesh,Prayagraj,2025-03-01,43,577.0
Uttar Pradesh,Prayagraj,2025-04-01,35,50.0
Uttar Pradesh,Prayagraj,2025-05-01,58,45.333333333333336
Uttar Pradesh,Prayagraj,2025-06-01,45,46.0
Uttar Pradesh,Prayagraj,2025-07-01,32,45.0
Uttar Pradesh,Prayagraj,2025-08-01,69,48.666666666666664
Uttar Pradesh,Prayagraj,2025-09-01,89,63.333333333333336
Uttar Pradesh,Prayagraj,2025-10-01,89,82.33333333333333
Uttar Pradesh,Prayagraj,2025-11-01,58,78.66666666666667
Uttar Pradesh,Prayagraj,2025-12-01,99,82.0
Uttar Pradesh,Rae Bareli,2025-01-01,274,
Uttar Pradesh,Rae Bareli,2025-02-01,475,
Uttar Pradesh,Rae Bareli,2025-03-01,317,355.3333333333333
Uttar Pradesh,Rae Bareli,2025-04-01,176,322.6666666666667
Uttar Pradesh,Rae Bareli,2025-05-01,373,288.6666666666667
Uttar Pradesh,Rae Bareli,2025-06-01,273,274.0
Uttar Pradesh,Rae Bareli,2025-07-01,120,255.33333333333334
Uttar Pradesh,Rae Bareli,2025-08-01,400,264.3333333333333
Uttar Pradesh,Rae Bareli,2025-09-01,392,304.0
Uttar Pradesh,Rae Bareli,2025-10-01,443,411.6666666666667
Uttar Pradesh,Rae Bareli,2025-11-01,323,386.0
Uttar Pradesh,Rae Bareli,2025-12-01,374,380.0
Uttar Pradesh,Raebareli,2025-04-01,1,
Uttar Pradesh,Rampur,2025-01-01,14884,
Uttar Pradesh,Rampur,2025-02-01,518,
Uttar Pradesh,Rampur,2025-03-01,364,5255.333333333333
Uttar Pradesh,Rampur,2025-04-01,194,358.6666666666667
Uttar Pradesh,Rampur,2025-05-01,289,282.3333333333333
Uttar Pradesh,Rampur,2025-06-01,306,263.0
Uttar Pradesh,Rampur,2025-07-01,232,275.6666666666667
Uttar Pradesh,Rampur,2025-08-01,359,299.0
Uttar Pradesh,Rampur,2025-09-01,371,320.6666666666667
Uttar Pradesh,Rampur,2025-10-01,608,446.0
Uttar Pradesh,Rampur,2025-11-01,308,429.0
Uttar Pradesh,Rampur,2025-12-01,319,411.6666666666667
Uttar Pradesh,Saharanpur,2025-01-01,8980,
Uttar Pradesh,Saharanpur,2025-02-01,686,
Uttar Pradesh,Saharanpur,2025-03-01,370,3345.3333333333335
Uttar Pradesh,Saharanpur,2025-04-01,232,429.3333333333333
Uttar Pradesh,Saharanpur,2025-05-01,437,346.3333333333333
Uttar Pradesh,Saharanpur,2025-06-01,474,381.0
Uttar Pradesh,Saharanpur,2025-07-01,285,398.6666666666667
Uttar Pradesh,Saharanpur,2025-08-01,490,416.3333333333333
Uttar Pradesh,Saharanpur,2025-09-01,454,409.6666666666667
Uttar Pradesh,Saharanpur,2025-10-01,628,524.0
Uttar Pradesh,Saharanpur,2025-11-01,424,502.0
Uttar Pradesh,Saharanpur,2025-12-01,451,501.0
Uttar Pradesh,Sambhal,2025-01-01,918,
Uttar Pradesh,Sambhal,2025-02-01,424,
Uttar Pradesh,Sambhal,2025-03-01,328,556.6666666666666
Uttar Pradesh,Sambhal,2025-04-01,234,328.6666666666667
Uttar Pradesh,Sambhal,2025-05-01,292,284.6666666666667
Uttar Pradesh,Sambhal,2025-06-01,342,289.3333333333333
Uttar Pradesh,Sambhal,2025-07-01,166,266.6666666666667
Uttar Pradesh,Sambhal,2025-08-01,358,288.6666666666667
Uttar Pradesh,Sambhal,2025-09-01,379,301.0
Uttar Pradesh,Sambhal,2025-10-01,528,421.6666666666667
Uttar Pradesh,Sambhal,2025-11-01,343,416.6666666666667
Uttar Pradesh,Sambhal,2025-12-01,296,389.0
Uttar Pradesh,Sant Kabir Nagar,2025-01-01,229,
Uttar Pradesh,Sant Kabir Nagar,2025-02-01,317,
Uttar Pradesh,Sant Kabir Nagar,2025-03-01,197,247.66666666666666
Uttar Pradesh,Sant Kabir Nagar,2025-04-01,128,214.0
Uttar Pradesh,Sant Kabir Nagar,2025-05-01,236,187.0
Uttar Pradesh,Sant Kabir Nagar,2025-06-01,193,185.66666666666666
Uttar Pradesh,Sant Kabir Nagar,2025-07-01,143,190.66666666666666
Uttar Pradesh,Sant Kabir Nagar,2025-08-01,313,216.33333333333334
Uttar Pradesh,Sant Kabir Nagar,2025-09-01,227,227.66666666666666
Uttar Pradesh,Sant Kabir Nagar,2025-10-01,290,276.6666666666667
Uttar Pradesh,Sant Kabir Nagar,2025-11-01,198,238.33333333333334
Uttar Pradesh,Sant Kabir Nagar,2025-12-01,227,238.33333333333334
Uttar Pradesh,Sant Ravidas Nagar,2025-01-01,163,
Uttar Pradesh,Sant Ravidas Nagar,2025-02-01,262,
Uttar Pradesh,Sant Ravidas Nagar,2025-03-01,194,206.33333333333334
Uttar Pradesh,Sant Ravidas Nagar,2025-04-01,142,199.33333333333334
Uttar Pradesh,Sant Ravidas Nagar,2025-05-01,135,157.0
Uttar Pradesh,Sant Ravidas Nagar,2025-06-01,132,136.33333333333334
Uttar Pradesh,Sant Ravidas Nagar,2025-07-01,81,116.0
Uttar Pradesh,Sant Ravidas Nagar,2025-08-01,229,147.33333333333334
Uttar Pradesh,Sant Ravidas Nagar,2025-09-01,207,172.33333333333334
Uttar Pradesh,Sant Ravidas Nagar,2025-10-01,225,220.33333333333334
Uttar Pradesh,Sant Ravidas Nagar,2025-11-01,166,199.33333333333334
Uttar Pradesh,Sant Ravidas Nagar,2025-12-01,197,196.0
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-01-01,3,
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-02-01,1,
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-03-01,4,2.6666666666666665
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-04-01,4,3.0
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-05-01,4,4.0
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-06-01,4,4.0
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-08-01,1,3.0
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-09-01,1,2.0
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-10-01,5,2.3333333333333335
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2025-11-01,3,3.0
Uttar Pradesh,Shahjahanpur,2025-01-01,19603,
Uttar Pradesh,Shahjahanpur,2025-02-01,583,
Uttar Pradesh,Shahjahanpur,2025-03-01,500,6895.333333333333
Uttar Pradesh,Shahjahanpur,2025-04-01,317,466.6666666666667
Uttar Pradesh,Shahjahanpur,2025-05-01,437,418.0
Uttar Pradesh,Shahjahanpur,2025-06-01,464,406.0
Uttar Pradesh,Shahjahanpur,2025-07-01,224,375.0
Uttar Pradesh,Shahjahanpur,2025-08-01,460,382.6666666666667
Uttar Pradesh,Shahjahanpur,2025-09-01,451,378.3333333333333
Uttar Pradesh,Shahjahanpur,2025-10-01,510,473.6666666666667
Uttar Pradesh,Shahjahanpur,2025-11-01,367,442.6666666666667
Uttar Pradesh,Shahjahanpur,2025-12-01,402,426.3333333333333
Uttar Pradesh,Shamli,2025-01-01,834,
Uttar Pradesh,Shamli,2025-02-01,375,
Uttar Pradesh,Shamli,2025-03-01,217,475.3333333333333
Uttar Pradesh,Shamli,2025-04-01,117,236.33333333333334
Uttar Pradesh,Shamli,2025-05-01,266,200.0
Uttar Pradesh,Shamli,2025-06-01,370,251.0
Uttar Pradesh,Shamli,2025-07-01,112,249.33333333333334
Uttar Pradesh,Shamli,2025-08-01,263,248.33333333333334
Uttar Pradesh,Shamli,2025-09-01,309,228.0
Uttar Pradesh,Shamli,2025-10-01,289,287.0
Uttar Pradesh,Shamli,2025-11-01,267,288.3333333333333
Uttar Pradesh,Shamli,2025-12-01,285,280.3333333333333
Uttar Pradesh,Shravasti,2025-01-01,3422,
Uttar Pradesh,Shrawasti,2025-01-01,1802,
Uttar Pradesh,Shrawasti,2025-02-01,200,
Uttar Pradesh,Shrawasti,2025-03-01,180,727.3333333333334
Uttar Pradesh,Shrawasti,2025-04-01,153,177.66666666666666
Uttar Pradesh,Shrawasti,2025-05-01,111,148.0
Uttar Pradesh,Shrawasti,2025-06-01,138,134.0
Uttar Pradesh,Shrawasti,2025-07-01,54,101.0
Uttar Pradesh,Shrawasti,2025-08-01,204,132.0
Uttar Pradesh,Shrawasti,2025-09-01,211,156.33333333333334
Uttar Pradesh,Shrawasti,2025-10-01,224,213.0
Uttar Pradesh,Shrawasti,2025-11-01,181,205.33333333333334
Uttar Pradesh,Shrawasti,2025-12-01,180,195.0
Uttar Pradesh,Siddharth Nagar,2025-01-01,5860,
Uttar Pradesh,Siddharthnagar,2025-01-01,5266,
Uttar Pradesh,Siddharthnagar,2025-02-01,505,
Uttar Pradesh,Siddharthnagar,2025-03-01,424,2065.0
Uttar Pradesh,Siddharthnagar,2025-04-01,310,413.0
Uttar Pradesh,Siddharthnagar,2025-05-01,417,383.6666666666667
Uttar Pradesh,Siddharthnagar,2025-06-01,386,371.0
Uttar Pradesh,Siddharthnagar,2025-07-01,197,333.3333333333333
Uttar Pradesh,Siddharthnagar,2025-08-01,594,392.3333333333333
Uttar Pradesh,Siddharthnagar,2025-09-01,622,471.0
Uttar Pradesh,Siddharthnagar,2025-10-01,620,612.0
Uttar Pradesh,Siddharthnagar,2025-11-01,343,528.3333333333334
Uttar Pradesh,Siddharthnagar,2025-12-01,456,473.0
Uttar Pradesh,Sitapur,2025-01-01,20481,
Uttar Pradesh,Sitapur,2025-02-01,1052,
Uttar Pradesh,Sitapur,2025-03-01,825,7452.666666666667
Uttar Pradesh,Sitapur,2025-04-01,593,823.3333333333334
Uttar Pradesh,Sitapur,2025-05-01,405,607.6666666666666
Uttar Pradesh,Sitapur,2025-06-01,535,511.0
Uttar Pradesh,Sitapur,2025-07-01,325,421.6666666666667
Uttar Pradesh,Sitapur,2025-08-01,817,559.0
Uttar Pradesh,Sitapur,2025-09-01,894,678.6666666666666
Uttar Pradesh,Sitapur,2025-10-01,899,870.0
Uttar Pradesh,Sitapur,2025-11-01,641,811.3333333333334
Uttar Pradesh,Sitapur,2025-12-01,703,747.6666666666666
Uttar Pradesh,Sonbhadra,2025-01-01,267,
Uttar Pradesh,Sonbhadra,2025-02-01,239,
Uttar Pradesh,Sonbhadra,2025-03-01,219,241.66666666666666
Uttar Pradesh,Sonbhadra,2025-04-01,208,222.0
Uttar Pradesh,Sonbhadra,2025-05-01,213,213.33333333333334
Uttar Pradesh,Sonbhadra,2025-06-01,247,222.66666666666666
Uttar Pradesh,Sonbhadra,2025-07-01,136,198.66666666666666
Uttar Pradesh,Sonbhadra,2025-08-01,279,220.66666666666666
Uttar Pradesh,Sonbhadra,2025-09-01,288,234.33333333333334
Uttar Pradesh,Sonbhadra,2025-10-01,304,290.3333333333333
Uttar Pradesh,Sonbhadra,2025-11-01,196,262.6666666666667
Uttar Pradesh,Sonbhadra,2025-12-01,188,229.33333333333334
Uttar Pradesh,Sultanpur,2025-01-01,3602,
Uttar Pradesh,Sultanpur,2025-02-01,500,
Uttar Pradesh,Sultanpur,2025-03-01,390,1497.3333333333333
Uttar Pradesh,Sultanpur,2025-04-01,265,385.0
Uttar Pradesh,Sultanpur,2025-05-01,223,292.6666666666667
Uttar Pradesh,Sultanpur,2025-06-01,346,278.0
Uttar Pradesh,Sultanpur,2025-07-01,163,244.0
Uttar Pradesh,Sultanpur,2025-08-01,401,303.3333333333333
Uttar Pradesh,Sultanpur,2025-09-01,437,333.6666666666667
Uttar Pradesh,Sultanpur,2025-10-01,486,441.3333333333333
Uttar Pradesh,Sultanpur,2025-11-01,339,420.6666666666667
Uttar Pradesh,Sultanpur,2025-12-01,343,389.3333333333333
Uttar Pradesh,Unnao,2025-01-01,11023,
Uttar Pradesh,Unnao,2025-02-01,709,
Uttar Pradesh,Unnao,2025-03-01,375,4035.6666666666665
