year_month,district,bio_age_5_17,bio_age_17_plus,bio_total
2025-11,Chikkaballapur,1896,1966,3862
2025-11,Chikkamagaluru,787,467,1254
2025-11,Chikmagalur,23,198,221
2025-11,Chirang,2961,977,3938
2025-11,Chitradurga,2427,2769,5196
2025-11,Chitrakoot,4809,2504,7313
2025-11,Chittaurgarh,75,279,354
2025-11,Chittoor,22221,8662,30883
2025-11,Chittorgarh,2927,2862,5789
2025-11,Chumukedima,20,13,33
2025-11,Churachandpur,2447,977,3424
2025-11,Churu,5574,6644,12218
2025-11,Coimbatore,7631,12641,20272
2025-11,Cooch Behar,1478,2439,3917
2025-11,Cuddalore,13058,8899,21957
2025-11,Cuddapah,11718,5958,17676
2025-11,Cuttack,7329,4857,12186
2025-11,Dadra & Nagar Haveli,15,59,74
2025-11,Dadra and Nagar Haveli,907,1253,2160
2025-11,Dahod,3717,4769,8486
2025-11,Dakshin Bastar Dantewada,838,1434,2272
2025-11,Dakshin Dinajpur,1588,2758,4346
2025-11,Dakshina Kannada,4430,3526,7956
2025-11,Daman,254,238,492
2025-11,Damoh,3065,3826,6891
2025-11,Dantewada,701,1024,1725
2025-11,Darbhanga,6358,13614,19972
2025-11,Darjeeling,1276,2914,4190
2025-11,Darjiling,49,278,327
2025-11,Darrang,1789,998,2787
2025-11,Datia,1548,1627,3175
2025-11,Dausa,4976,5594,10570
2025-11,Davanagere,59,799,858
2025-11,Davangere,2477,4175,6652
2025-11,Debagarh,1049,504,1553
2025-11,Deeg,2,43,45
2025-11,Dehradun,9655,6755,16410
2025-11,Deoghar,2742,3686,6428
2025-11,Deoria,8340,6291,14631
2025-11,Devbhumi Dwarka,943,384,1327
2025-11,Dewas,4345,5333,9678
2025-11,Dhalai,1440,991,2431
2025-11,Dhalai  *,17,37,54
2025-11,Dhamtari,5671,5820,11491
2025-11,Dhanbad,4420,9696,14116
2025-11,Dhar,4426,5046,9472
2025-11,Dharashiv,21,61,82
2025-11,Dharmapuri,8623,4169,12792
2025-11,Dharwad,3105,3866,6971
2025-11,Dhaulpur,9,54,63
2025-11,Dhemaji,1266,711,1977
2025-11,Dhenkanal,4088,2316,6404
2025-11,Dholpur,4113,2482,6595
2025-11,Dhubri,3503,1830,5333
2025-11,Dhule,7257,17711,24968
2025-11,Dibang Valley,168,24,192
2025-11,Dibrugarh,1584,696,2280
2025-11,Didwana-Kuchaman,0,2,2
2025-11,Dima Hasao,3,4,7
2025-11,Dimapur,1706,1345,3051
2025-11,Dindigul,7665,10860,18525
2025-11,Dindori,1462,1409,2871
2025-11,Diu,537,113,650
2025-11,Doda,4155,1902,6057
2025-11,Dohad,122,1293,1415
2025-11,Domjur,0,1,1
2025-11,Dr. B. R. Ambedkar Konaseema,941,295,1236
2025-11,Dumka,3070,3497,6567
2025-11,Dungarpur,5825,5577,11402
2025-11,Durg,28687,7755,36442
2025-11,East,256,220,476
2025-11,East Champaran,6789,10686,17475
2025-11,East Delhi,4222,4701,8923
2025-11,East Garo Hills,78,66,144
2025-11,East Godavari,26682,9204,35886
2025-11,East Jaintia Hills,334,55,389
2025-11,East Kameng,564,117,681
2025-11,East Khasi Hills,1566,821,2387
2025-11,East Midnapore,529,3504,4033
2025-11,East Midnapur,0,4,4
2025-11,East Nimar,619,2291,2910
2025-11,East Siang,539,133,672
2025-11,East Sikkim,373,94,467
2025-11,East Singhbhum,5150,7647,12797
2025-11,East midnapore,0,2,2
2025-11,Eastern West Khasi Hills,0,2,2
2025-11,Eluru,584,285,869
2025-11,Ernakulam,4953,8087,13040
2025-11,Erode,12178,8842,21020
2025-11,Etah,6142,2658,8800
2025-11,Etawah,5063,2990,8053
2025-11,Faizabad,6062,3741,9803
2025-11,Faridabad,7965,5946,13911
2025-11,Faridkot,1788,1922,3710
2025-11,Farrukhabad,6800,2967,9767
2025-11,Fatehabad,2830,3806,6636
2025-11,Fatehgarh Sahib,2838,1308,4146
2025-11,Fatehpur,8294,5142,13436
2025-11,Fazilka,2285,1832,4117
2025-11,Ferozepur,3279,1831,5110
2025-11,Firozabad,8548,4230,12778
2025-11,Firozpur,272,763,1035
2025-11,Gadag,1465,1759,3224
2025-11,Gadag *,27,96,123
2025-11,Gadchiroli,4712,18931,23643
2025-11,Gajapati,4042,1930,5972
2025-11,Ganderbal,1323,414,1737
2025-11,Gandhinagar,2068,2998,5066
2025-11,Ganganagar,3608,5464,9072
2025-11,Ganjam,10817,7069,17886
2025-11,Garhwa,3228,5847,9075
2025-11,Garhwa *,37,470,507
2025-11,Garhwal,6,75,81
2025-11,Gariyaband,2034,4641,6675
2025-11,Gaurela-pendra-marwahi,157,51,208
2025-11,Gautam Buddha Nagar,5929,4203,10132
2025-11,Gaya,4949,7882,12831
2025-11,Ghaziabad,12964,10321,23285
2025-11,Ghazipur,8883,5612,14495
2025-11,Gir Somnath,1801,826,2627
2025-11,Giridih,4505,5823,10328
2025-11,Goalpara,2397,1146,3543
2025-11,Godda,4948,3694,8642
2025-11,Golaghat,2247,901,3148
2025-11,Gomati,2092,314,2406
2025-11,Gonda,11154,6266,17420
2025-11,Gondia,2,299,301
2025-11,Gondiya,3661,9567,13228
2025-11,Gondiya *,10,435,445
2025-11,Gopalganj,2763,5028,7791
2025-11,Gorakhpur,11915,10370,22285
2025-11,Gulbarga,1947,4078,6025
2025-11,Gumla,2782,4424,7206
2025-11,Guna,2572,3657,6229
2025-11,Guntur,21021,10826,31847
2025-11,Gurdaspur,2166,5351,7517
2025-11,Gurgaon,4593,3333,7926
2025-11,Gwalior,5018,4533,9551
2025-11,HOOGHLY,1,12,13
2025-11,HOWRAH,1,6,7
2025-11,Hailakandi,1344,690,2034
2025-11,Hamirpur,6407,3159,9566
2025-11,Hanumakonda,237,638,875
2025-11,Hanumangarh,3243,5176,8419
2025-11,Haora,383,2751,3134
2025-11,Hapur,5528,2227,7755
2025-11,Harda,1134,1361,2495
2025-11,Harda *,174,529,703
2025-11,Hardoi,17458,6460,23918
2025-11,Hardwar,70,204,274
2025-11,Haridwar,13613,4760,18373
2025-11,Hasan,285,1012,1297
2025-11,Hassan,2487,1853,4340
2025-11,Hathras,6016,1968,7984
2025-11,Haveri,2017,2520,4537
2025-11,Haveri *,29,136,165
2025-11,Hawrah,1,4,5
2025-11,Hazaribag,130,650,780
2025-11,Hazaribagh,2910,3401,6311
2025-11,Hingoli,3779,9716,13495
2025-11,Hingoli *,0,3,3
2025-11,Hisar,6598,6205,12803
2025-11,Hnahthial,2,3,5
2025-11,Hojai,1818,1382,3200
2025-11,Hooghiy,0,2,2
2025-11,Hooghly,5274,10193,15467
2025-11,Hoshangabad,2406,3403,5809
2025-11,Hoshiarpur,2530,4127,6657
2025-11,Howrah,3516,5503,9019
2025-11,Hugli,19,98,117
2025-11,Hyderabad,22696,15682,38378
2025-11,Idukki,1185,2557,3742
2025-11,Imphal East,6144,4642,10786
2025-11,Imphal West,9924,6801,16725
2025-11,Indore,9554,11433,20987
2025-11,JAJPUR,1685,789,2474
2025-11,Jabalpur,6115,8372,14487
2025-11,Jagatsinghapur,4922,1603,6525
2025-11,Jagatsinghpur,699,1119,1818
2025-11,Jagitial,1050,325,1375
2025-11,Jaintia Hills,0,2,2
2025-11,Jaipur,16529,20598,37127
2025-11,Jaisalmer,1587,2459,4046
2025-11,Jajapur,2830,2856,5686
2025-11,Jajpur,6,28,34
2025-11,Jalandhar,5058,6534,11592
2025-11,Jalaun,4549,3125,7674
2025-11,Jalgaon,13599,36168,49767
2025-11,Jalna,7752,16812,24564
2025-11,Jalor,5027,5734,10761
2025-11,Jalore,0,3,3
2025-11,Jalpaiguri,2720,4986,7706
2025-11,Jammu,8673,4142,12815
2025-11,Jamnagar,2911,2948,5859
2025-11,Jamtara,1306,2099,3405
2025-11,Jamui,3010,3476,6486
2025-11,Jangaon,51,22,73
2025-11,Jangoan,919,428,1347
2025-11,Janjgir - Champa,3,43,46
2025-11,Janjgir Champa,6,47,53
2025-11,Janjgir-champa,8102,14283,22385
2025-11,Jashpur,8219,4560,12779
2025-11,Jaunpur,11692,8626,20318
2025-11,Jayashankar Bhupalpally,340,267,607
2025-11,Jehanabad,1304,2351,3655
2025-11,Jhabua,3060,3168,6228
2025-11,Jhajjar,2821,2856,5677
2025-11,Jhalawar,3511,5454,8965
2025-11,Jhansi,8435,5260,13695
2025-11,Jhargram,208,167,375
2025-11,Jharsuguda,1936,1005,2941
2025-11,Jhunjhunu,72,257,329
2025-11,Jhunjhunun,4472,5502,9974
2025-11,Jind,3417,5362,8779
2025-11,Jiribam,39,84,123
2025-11,Jodhpur,8683,10917,19600
2025-11,Jogulamba Gadwal,944,447,1391
2025-11,Jorhat,1910,559,2469
2025-11,Junagadh,2566,5417,7983
2025-11,Jyotiba Phule Nagar,4,48,52
2025-11,K.V.Rangareddy,29,138,167
2025-11,K.v. Rangareddy,17169,11762,28931
2025-11,Kabeerdham,2766,1680,4446
2025-11,Kachchh,4349,4369,8718
2025-11,Kaimur (Bhabua),2778,3740,6518
2025-11,Kaithal,2843,3601,6444
2025-11,Kakching,190,76,266
2025-11,Kakinada,1247,382,1629
2025-11,Kalaburagi,4243,1916,6159
2025-11,Kalahandi,3394,3387,6781
2025-11,Kalimpong,62,40,102
2025-11,Kallakurichi,339,216,555
2025-11,Kamareddy,1423,783,2206
2025-11,Kamle,8,12,20
2025-11,Kamrup,2669,1302,3971
2025-11,Kamrup Metro,1494,1181,2675
2025-11,Kancheepuram,23753,10682,34435
2025-11,Kanchipuram,0,5,5
2025-11,Kandhamal,3215,1949,5164
2025-11,Kangra,8761,3952,12713
2025-11,Kanker,4670,3519,8189
2025-11,Kannauj,5374,2800,8174
2025-11,Kanniyakumari,4336,3768,8104
2025-11,Kannur,3683,7477,11160
2025-11,Kanpur Dehat,5304,2499,7803
2025-11,Kanpur Nagar,10984,10872,21856
2025-11,Kanyakumari,4079,653,4732
2025-11,Kapurthala,1585,2368,3953
2025-11,Karaikal,802,1645,2447
2025-11,Karauli,4936,3118,8054
2025-11,Karbi Anglong,7545,1850,9395
2025-11,Kargil,421,174,595
2025-11,Karim Nagar,76,223,299
2025-11,Karimganj,3853,1132,4985
2025-11,Karimnagar,8868,8337,17205
2025-11,Karnal,3732,6258,9990
2025-11,Karur,3861,2627,6488
2025-11,Kasaragod,2593,3715,6308
2025-11,Kasargod,28,441,469
2025-11,Kasganj,5984,3011,8995
2025-11,Kathua,3616,1252,4868
2025-11,Katihar,5962,11730,17692
2025-11,Katni,3397,3029,6426
2025-11,Kaushambi,6188,3194,9382
2025-11,Kawardha,2948,3115,6063
2025-11,Kendrapara,5387,2804,8191
2025-11,Kendujhar,4519,3542,8061
2025-11,Khagaria,2278,3512,5790
2025-11,Khairagarh Chhuikhadan Gandai,10,35,45
2025-11,Khammam,9031,3968,12999
2025-11,Khandwa,2160,1900,4060
2025-11,Khargone,3451,6073,9524
2025-11,Kheda,2839,5461,8300
2025-11,Kheri,18910,6637,25547
2025-11,Khorda,6174,2978,9152
2025-11,Khordha,606,2365,2971
2025-11,Khowai,505,162,667
2025-11,Khunti,1203,3189,4392
2025-11,Kinnaur,556,191,747
2025-11,Kiphire,124,143,267
2025-11,Kishanganj,3043,10445,13488
2025-11,Kishtwar,806,735,1541
2025-11,Koch Bihar,246,1714,1960
2025-11,Kodagu,615,887,1502
2025-11,Kodarma,72,297,369
2025-11,Koderma,1191,1593,2784
2025-11,Kohima,243,692,935
2025-11,Kokrajhar,1543,907,2450
2025-11,Kolar,2556,2810,5366
2025-11,Kolasib,212,88,300
2025-11,Kolhapur,10119,19370,29489
2025-11,Kolkata,2831,6801,9632
2025-11,Kollam,3380,6724,10104
2025-11,Komaram Bheem,968,439,1407
2025-11,Kondagaon,3130,3174,6304
2025-11,Koppal,2296,2497,4793
2025-11,Koraput,3687,3118,6805
2025-11,Korba,2366,7219,9585
2025-11,Koriya,2202,3656,5858
2025-11,Kota,3789,5535,9324
2025-11,Kottayam,2630,4086,6716
2025-11,Kozhikode,6338,10824,17162
2025-11,Kra Daadi,34,24,58
2025-11,Krishna,17877,8508,26385
2025-11,Krishnagiri,13509,4980,18489
2025-11,Kulgam,1693,598,2291
2025-11,Kullu,2463,847,3310
2025-11,Kupwara,2744,1760,4504
2025-11,Kurnool,21105,11578,32683
2025-11,Kurukshetra,2408,4603,7011
2025-11,Kurung Kumey,312,50,362
2025-11,Kushinagar,10356,7907,18263
2025-11,Kushinagar *,10,9,19
2025-11,Lahaul and Spiti,5,3,8
2025-11,Lahul & Spiti,24,117,141
2025-11,Lahul and Spiti,114,39,153
2025-11,Lakhimpur,1825,1449,3274
2025-11,Lakhisarai,2011,3011,5022
2025-11,Lakshadweep,227,213,440
2025-11,Lalitpur,4627,3276,7903
2025-11,Latehar,1405,2078,3483
2025-11,Latur,6738,20645,27383
2025-11,Lawngtlai,300,207,507
2025-11,Leh,296,272,568
2025-11,Leh (ladakh),1,0,1
2025-11,Leparada,14,1,15
2025-11,Lohardaga,782,1492,2274
2025-11,Lohit,317,100,417
2025-11,Longding,258,64,322
2025-11,Longleng,25,76,101
2025-11,Lower Dibang Valley,291,72,363
2025-11,Lower Siang,182,7,189
2025-11,Lower Subansiri,107,75,182
2025-11,Lucknow,13377,9925,23302
2025-11,Ludhiana,8015,8567,16582
2025-11,Lunglei,311,163,474
2025-11,MALDA,0,8,8
2025-11,Madhepura,2915,5525,8440
2025-11,Madhubani,7769,12756,20525
2025-11,Madurai,15954,9836,25790
2025-11,Mahabub Nagar,162,2468,2630
2025-11,Mahabubabad,1227,404,1631
2025-11,Mahabubnagar,13331,8295,21626
2025-11,Maharajganj,7443,4969,12412
2025-11,Mahasamund,5653,5132,10785
2025-11,Mahbubnagar,452,1429,1881
2025-11,Mahendragarh,2692,2889,5581
2025-11,Mahesana,2669,4504,7173
2025-11,Mahisagar,1315,903,2218
2025-11,Mahoba,3385,1670,5055
2025-11,Mahrajganj,5,4,9
2025-11,Maihar,22,252,274
2025-11,Mainpuri,5755,2959,8714
2025-11,Majuli,144,72,216
2025-11,Malappuram,7632,15590,23222
2025-11,Malda,3803,6136,9939
2025-11,Maldah,292,1706,1998
2025-11,Malerkotla,667,559,1226
2025-11,Malkangiri,2529,1357,3886
2025-11,Mamit,122,53,175
2025-11,Mammit,21,35,56
2025-11,Mancherial,1452,531,1983
2025-11,Mandi,5565,2810,8375
2025-11,Mandla,1626,1745,3371
2025-11,Mandsaur,1916,3120,5036
2025-11,Mandya,3401,3187,6588
2025-11,Manendragarh–Chirmiri–Bharatpur,6,46,52
2025-11,Mansa,3072,2160,5232
2025-11,Marigaon,1509,1283,2792
2025-11,Mathura,8368,4359,12727
2025-11,Mau,4852,5388,10240
2025-11,Mauganj,7,149,156
2025-11,Mayiladuthurai,859,130,989
2025-11,Mayurbhanj,10164,5518,15682
2025-11,Medak,10503,9325,19828
2025-11,Medchal-malkajgiri,1878,1327,3205
2025-11,Medchal−malkajgiri,960,290,1250
2025-11,Medinipur,11,18,29
2025-11,Meerut,14004,8492,22496
2025-11,Meluri,91,289,380
2025-11,Mewat,4722,3347,8069
2025-11,Mirzapur,7125,3999,11124
2025-11,Moga,1714,2544,4258
2025-11,Mohali,0,2,2
2025-11,Mohalla-Manpur-Ambagarh Chowki,6,10,16
2025-11,Mohla-Manpur-Ambagarh Chouki,82,62,144
2025-11,Mokokchung,303,448,751
2025-11,Mon,1240,493,1733
2025-11,Monghyr,0,17,17
2025-11,Moradabad,17123,7702,24825
2025-11,Morbi,1502,744,2246
2025-11,Morena,5282,4264,9546
2025-11,Muktsar,111,695,806
2025-11,Mulugu,478,231,709
2025-11,Mumbai,14794,36516,51310
2025-11,Mumbai City,4236,1587,5823
2025-11,Mumbai Suburban,14786,6578,21364
2025-11,Mumbai( Sub Urban ),74,1311,1385
2025-11,Mungeli,3654,7009,10663
2025-11,Munger,1664,2501,4165
2025-11,Murshidabad,8794,14561,23355
2025-11,Muzaffarnagar,9880,7094,16974
2025-11,Muzaffarpur,6042,10775,16817
2025-11,Mysore,1996,3720,5716
2025-11,Mysuru,3152,1642,4794
2025-11,N. T. R,879,484,1363
2025-11,NADIA,0,1,1
2025-11,NAYAGARH,0,3,3
2025-11,NUAPADA,9,31,40
2025-11,Nabarangapur,3361,2274,5635
2025-11,Nadia,4483,8133,12616
2025-11,Nagaon,4818,8439,13257
2025-11,Nagapattinam,4798,7100,11898
2025-11,Nagarkurnool,1221,438,1659
2025-11,Nagaur,8160,11911,20071
2025-11,Nagpur,13779,33841,47620
2025-11,Nainital,5487,3336,8823
2025-11,Najafgarh,4,51,55
2025-11,Nalanda,3518,5378,8896
2025-11,Nalbari,3500,539,4039
2025-11,Nalgonda,11830,9413,21243
2025-11,Namakkal,10036,6948,16984
2025-11,Namchi,0,1,1
2025-11,Namsai,965,111,1076
2025-11,Nanded,14113,31915,46028
2025-11,Nandurbar,5605,17457,23062
2025-11,Nandurbar *,2,535,537
2025-11,Nandyal,814,415,1229
2025-11,Narayanpet,359,270,629
2025-11,Narayanpur,460,876,1336
2025-11,Narmada,894,1413,2307
2025-11,Narmadapuram,87,295,382
2025-11,Narsimhapur,330,639,969
2025-11,Narsinghpur,3609,2051,5660
2025-11,Nashik,23229,59381,82610
2025-11,Navsari,2388,2275,4663
2025-11,Nawada,2260,3383,5643
2025-11,Nawanshahr,38,1028,1066
2025-11,Nayagarh,3524,2035,5559
2025-11,Neemuch,2583,1712,4295
2025-11,Nellore,11289,6681,17970
2025-11,New Delhi,217,144,361
2025-11,Nicobar,132,58,190
2025-11,Nirmal,1129,1042,2171
2025-11,Niuland,5,8,13
2025-11,Niwari,90,63,153
2025-11,Nizamabad,10112,6525,16637
2025-11,Noklak,17,39,56
2025-11,North,17,22,39
2025-11,North 24 Parganas,8024,13482,21506
2025-11,North And Middle Andaman,467,114,581
2025-11,North Cachar Hills,472,175,647
2025-11,North Delhi,1625,2288,3913
2025-11,North Dinajpur,29,197,226
2025-11,North East,167,2541,2708
2025-11,North East Delhi,5404,4821,10225
2025-11,North Garo Hills,83,34,117
2025-11,North Goa,3041,1943,4984
2025-11,North Sikkim,110,35,145
2025-11,North Tripura,3206,2293,5499
2025-11,North Twenty Four Parganas,302,1890,2192
2025-11,North West Delhi,9554,11471,21025
2025-11,Nuapada,2049,1116,3165
2025-11,Osmanabad,6138,10435,16573
2025-11,Pakaur,21,54,75
2025-11,Pakke Kessang,5,10,15
2025-11,Pakur,420,510,930
2025-11,Palakkad,3855,9391,13246
2025-11,Palamau,46,313,359
2025-11,Palamu,4862,5475,10337
2025-11,Palghar,12772,7275,20047
2025-11,Pali,5545,10116,15661
2025-11,Palnadu,686,346,1032
2025-11,Palwal,3819,3118,6937
2025-11,Panch Mahals,6,99,105
2025-11,Panchkula,1878,1714,3592
2025-11,Panchmahals,3540,5466,9006
2025-11,Pandhurna,9,64,73
2025-11,Panipat,3104,4804,7908
2025-11,Panna,2698,3305,6003
2025-11,Papum Pare,376,309,685
2025-11,Parbhani,9720,12660,22380
2025-11,Parvathipuram Manyam,541,460,1001
2025-11,Paschim Bardhaman,484,553,1037
2025-11,Paschim Medinipur,7379,10493,17872
2025-11,Pashchim Champaran,4,76,80
2025-11,Pashchimi Singhbhum,187,894,1081
2025-11,Patan,2201,3021,5222
2025-11,Pathanamthitta,1738,3213,4951
2025-11,Pathankot,1316,1037,2353
2025-11,Patiala,5184,4658,9842
2025-11,Patna,6557,10385,16942
2025-11,Pauri Garhwal,5519,2661,8180
2025-11,Peddapalli,370,380,750
2025-11,Perambalur,3620,4041,7661
2025-11,Peren,133,178,311
2025-11,Phek,121,329,450
2025-11,Pilibhit,8737,4714,13451
2025-11,Pithoragarh,2084,1198,3282
2025-11,Pondicherry,654,3026,3680
2025-11,Porbandar,696,944,1640
2025-11,Prakasam,13488,8594,22082
2025-11,Pratapgarh,10043,8464,18507
2025-11,Prayagraj,1169,778,1947
2025-11,Puducherry,2074,1373,3447
2025-11,Pudukkottai,5805,9464,15269
2025-11,Pulwama,7208,1191,8399
2025-11,Punch,5231,1754,6985
2025-11,Pune,34184,34831,69015
2025-11,Purba Bardhaman,565,572,1137
2025-11,Purba Champaran,6,71,77
2025-11,Purba Medinipur,5584,8782,14366
2025-11,Purbi Singhbhum,218,1672,1890
2025-11,Puri,5177,3096,8273
2025-11,Purnea,63,432,495
2025-11,Purnia,4603,10085,14688
2025-11,Purulia,117,475,592
2025-11,Puruliya,3567,6916,10483
2025-11,Rae Bareli,7999,5073,13072
2025-11,Raebareli,2,0,2
2025-11,Raichur,4862,6205,11067
2025-11,Raigad,672,973,1645
2025-11,Raigarh,16913,25313,42226
2025-11,Raigarh(MH),11,125,136
2025-11,Raipur,7799,13879,21678
2025-11,Raisen,3149,4004,7153
2025-11,Rajanna Sircilla,865,399,1264
2025-11,Rajauri,0,2,2
2025-11,Rajgarh,4238,5229,9467
2025-11,Rajkot,6048,6646,12694
2025-11,Rajnandgaon,10133,8020,18153
2025-11,Rajouri,6027,2317,8344
2025-11,Rajsamand,2691,3724,6415
2025-11,Ramanagar,2050,1965,4015
2025-11,Ramanathapuram,5689,5330,11019
2025-11,Ramban,6102,692,6794
2025-11,Ramgarh,1384,2126,3510
2025-11,Rampur,8377,5990,14367
2025-11,Ranchi,4926,9368,14294
2025-11,Rangareddi,1739,3606,5345
2025-11,Rangareddy,82,108,190
2025-11,Ranipet,169,43,212
2025-11,Ratlam,6518,4544,11062
2025-11,Ratnagiri,7699,15083,22782
2025-11,Rayagada,3053,2418,5471
2025-11,Reasi,1440,794,2234
2025-11,Rewa,5441,6299,11740
2025-11,Rewari,2341,2227,4568
2025-11,Ri Bhoi,373,145,518
2025-11,Rohtak,2458,4122,6580
2025-11,Rohtas,4520,6876,11396
2025-11,Rudraprayag,3261,1600,4861
2025-11,Rupnagar,1320,2062,3382
2025-11,S.A.S Nagar(Mohali),47,465,512
2025-11,SAS Nagar (Mohali),2137,2200,4337
2025-11,Sabar Kantha,18,159,177
2025-11,Sabarkantha,1922,4114,6036
2025-11,Sagar,5848,6024,11872
2025-11,Saharanpur,13369,9744,23113
2025-11,Saharsa,3120,7178,10298
2025-11,Sahebganj,2657,2600,5257
2025-11,Sahibganj,86,236,322
2025-11,Saiha,103,59,162
2025-11,Saitual,2,6,8
2025-11,Sakti,92,318,410
2025-11,Salem,16329,11404,27733
2025-11,Samastipur,6529,9460,15989
2025-11,Samba,1372,320,1692
2025-11,Sambalpur,3058,2040,5098
2025-11,Sambhal,8817,3431,12248
2025-11,Samstipur,3,43,46
2025-11,Sangareddy,2796,856,3652
2025-11,Sangli,8915,21526,30441
2025-11,Sangrur,4818,3215,8033
2025-11,Sant Kabir Nagar,6300,4161,10461
2025-11,Sant Ravidas Nagar,4391,2852,7243
2025-11,Sant Ravidas Nagar Bhadohi,9,17,26
2025-11,Saran,5250,8274,13524
2025-11,Sarangarh-Bilaigarh,29,223,252
2025-11,Satara,9898,13588,23486
2025-11,Satna,6780,6755,13535
2025-11,Sawai Madhopur,3983,4725,8708
2025-11,Sehore,2761,4084,6845
2025-11,Senapati,2357,1822,4179
2025-11,Seoni,2491,3103,5594
2025-11,Sepahijala,1145,565,1710
2025-11,Seraikela-Kharsawan,2711,3851,6562
2025-11,Seraikela-kharsawan,222,1300,1522
2025-11,Serchhip,117,98,215
2025-11,Shahdara,108,288,396
2025-11,Shahdol,2298,3060,5358
2025-11,Shaheed Bhagat Singh Nagar,1370,1205,2575
2025-11,Shahjahanpur,13701,5009,18710
2025-11,Shajapur,2972,4549,7521
2025-11,Shamator,0,8,8
2025-11,Shamli,9167,5999,15166
2025-11,Sheikhpura,1427,2469,3896
2025-11,Sheikpura,2,28,30
2025-11,Sheohar,998,1651,2649
2025-11,Sheopur,1458,1768,3226
2025-11,Shi-yomi,66,167,233
2025-11,Shimla,4431,1772,6203
2025-11,Shimoga,675,2139,2814
2025-11,Shivamogga,1907,1083,2990
2025-11,Shivpuri,2832,5733,8565
2025-11,Shrawasti,3940,2160,6100
2025-11,Shupiyan,1369,310,1679
2025-11,Siang,191,27,218
2025-11,Sibsagar,953,342,1295
2025-11,Siddharthnagar,8464,4805,13269
2025-11,Siddipet,2258,890,3148
2025-11,Sidhi,2251,2910,5161
2025-11,Sikar,5094,7451,12545
2025-11,Simdega,1277,2495,3772
2025-11,Sindhudurg,3234,4161,7395
2025-11,Singrauli,2839,2074,4913
2025-11,Sirmaur,1995,1041,3036
2025-11,Sirohi,4566,4267,8833
2025-11,Sirsa,3663,5688,9351
2025-11,Sitamarhi,6233,9231,15464
2025-11,Sitapur,19198,6734,25932
2025-11,Sivaganga,8510,5348,13858
2025-11,Siwan,4348,7817,12165
2025-11,Solan,3054,1311,4365
2025-11,Solapur,16734,18783,35517
2025-11,Sonapur,2273,780,3053
2025-11,Sonbhadra,5584,3258,8842
2025-11,Sonipat,3544,4387,7931
2025-11,Sonitpur,1945,1418,3363
2025-11,South,72,165,237
2025-11,South 24 Parganas,8358,14704,23062
2025-11,South Andaman,542,287,829
2025-11,South Delhi,7314,8342,15656
2025-11,South Dinajpur,37,245,282
2025-11,South East Delhi,17,24,41
2025-11,South Garo Hills,109,43,152
2025-11,South Goa,2284,1146,3430
2025-11,South Salmara Mankachar,431,215,646
2025-11,South Sikkim,88,56,144
2025-11,South Tripura,2964,3699,6663
2025-11,South Twenty Four Parganas,531,3757,4288
2025-11,South West Delhi,4463,4591,9054
2025-11,South West Garo Hills,361,147,508
2025-11,South West Khasi Hills,373,147,520
2025-11,Sri Muktsar Sahib,2433,2043,4476
2025-11,Sri Potti Sriramulu Nellore,1036,300,1336
2025-11,Sri Sathya Sai,577,567,1144
2025-11,Sribhumi,12,78,90
2025-11,Srikakulam,11031,6435,17466
2025-11,Srinagar,6590,3958,10548
2025-11,Subarnapur,255,283,538
2025-11,Sukma,1161,1179,2340
2025-11,Sultanpur,9205,4302,13507
2025-11,Sundargarh,292,1276,1568
2025-11,Sundergarh,3813,3129,6942
2025-11,Supaul,3127,5618,8745
2025-11,Surajpur,3007,4948,7955
2025-11,Surat,16936,13592,30528
2025-11,Surendra Nagar,2496,3515,6011
2025-11,Surendranagar,13,110,123
2025-11,Surguja,3656,5113,8769
2025-11,Suryapet,1398,1152,2550
2025-11,Tamenglong,1202,727,1929
2025-11,Tamulpur District,2,11,13
2025-11,Tapi,1407,1645,3052
2025-11,Tarn Taran,1920,3206,5126
2025-11,Tawang,376,29,405
2025-11,Tehri Garhwal,4898,4167,9065
2025-11,Tenkasi,1794,305,2099
2025-11,Thane,31393,48657,80050
2025-11,Thanjavur,8609,10414,19023
2025-11,The Dangs,554,883,1437
2025-11,The Nilgiris,2915,1885,4800
2025-11,Theni,5044,4140,9184
2025-11,Thiruvallur,169,408,577
2025-11,Thiruvananthapuram,4097,7275,11372
2025-11,Thiruvarur,5535,5426,10961
2025-11,Thoothukkudi,13370,6483,19853
2025-11,Thoubal,8223,4186,12409
2025-11,Thrissur,3645,7630,11275
2025-11,Tikamgarh,3520,4421,7941
2025-11,Tinsukia,1230,659,1889
2025-11,Tirap,254,40,294
2025-11,Tiruchirappalli,11776,11994,23770
2025-11,Tirunelveli,18076,11526,29602
2025-11,Tirupathur,23,4,27
2025-11,Tirupati,868,431,1299
2025-11,Tirupattur,2290,235,2525
2025-11,Tiruppur,10828,7909,18737
2025-11,Tiruvallur,21206,10779,31985
2025-11,Tiruvannamalai,9449,7238,16687
2025-11,Tiswadi,0,1,1
2025-11,Tonk,3951,4477,8428
2025-11,Tseminyu,5,7,12
2025-11,Tuensang,212,540,752
2025-11,Tumakuru,2240,1270,3510
2025-11,Tumkur,1945,4217,6162
2025-11,Tuticorin,0,2,2
2025-11,Udaipur,9403,10568,19971
2025-11,Udalguri,939,745,1684
2025-11,Udham Singh Nagar,14408,6891,21299
