district,year_month,demand_total,mom_growth
Sindhudurg,2025-10,54,0.05882352941176472
Sindhudurg,2025-11,45,-0.16666666666666663
Sindhudurg,2025-12,51,0.1333333333333333
Singrauli,2025-01,198,
Singrauli,2025-02,289,0.45959595959595956
Singrauli,2025-03,261,-0.09688581314878897
Singrauli,2025-04,112,-0.5708812260536398
Singrauli,2025-05,188,0.6785714285714286
Singrauli,2025-06,243,0.29255319148936176
Singrauli,2025-07,88,-0.6378600823045267
Singrauli,2025-08,277,2.147727272727273
Singrauli,2025-09,269,-0.028880866425992746
Singrauli,2025-10,247,-0.08178438661710041
Singrauli,2025-11,194,-0.21457489878542513
Singrauli,2025-12,171,-0.11855670103092786
Sirmaur,2025-01,12,
Sirmaur,2025-02,65,4.416666666666667
Sirmaur,2025-03,24,-0.6307692307692307
Sirmaur,2025-04,8,-0.6666666666666667
Sirmaur,2025-05,66,7.25
Sirmaur,2025-06,63,-0.045454545454545414
Sirmaur,2025-07,30,-0.5238095238095238
Sirmaur,2025-08,73,1.4333333333333331
Sirmaur,2025-09,108,0.47945205479452047
Sirmaur,2025-10,68,-0.37037037037037035
Sirmaur,2025-11,76,0.11764705882352944
Sirmaur,2025-12,65,-0.14473684210526316
Sirohi,2025-01,6140,
Sirohi,2025-02,297,-0.951628664495114
Sirohi,2025-03,217,-0.26936026936026936
Sirohi,2025-04,97,-0.5529953917050692
Sirohi,2025-05,142,0.4639175257731958
Sirohi,2025-06,120,-0.15492957746478875
Sirohi,2025-07,65,-0.45833333333333337
Sirohi,2025-08,182,1.7999999999999998
Sirohi,2025-09,273,0.5
Sirohi,2025-10,302,0.1062271062271063
Sirohi,2025-11,274,-0.0927152317880795
Sirohi,2025-12,300,0.0948905109489051
Sirsa,2025-01,49,
Sirsa,2025-02,169,2.4489795918367347
Sirsa,2025-03,92,-0.4556213017751479
Sirsa,2025-04,32,-0.6521739130434783
Sirsa,2025-05,108,2.375
Sirsa,2025-06,73,-0.32407407407407407
Sirsa,2025-07,39,-0.4657534246575342
Sirsa,2025-08,127,2.2564102564102564
Sirsa,2025-09,127,0.0
Sirsa,2025-10,176,0.3858267716535433
Sirsa,2025-11,113,-0.3579545454545454
Sirsa,2025-12,81,-0.2831858407079646
Sitamarhi,2025-01,35304,
Sitamarhi,2025-02,648,-0.981645139360979
Sitamarhi,2025-03,460,-0.2901234567901234
Sitamarhi,2025-04,254,-0.4478260869565217
Sitamarhi,2025-05,742,1.9212598425196852
Sitamarhi,2025-06,616,-0.16981132075471694
Sitamarhi,2025-07,285,-0.5373376623376623
Sitamarhi,2025-08,621,1.1789473684210527
Sitamarhi,2025-09,1470,1.3671497584541061
Sitamarhi,2025-10,616,-0.5809523809523809
Sitamarhi,2025-11,481,-0.2191558441558441
Sitamarhi,2025-12,452,-0.06029106029106024
Sitapur,2025-01,20481,
Sitapur,2025-02,1052,-0.9486353205409892
Sitapur,2025-03,825,-0.2157794676806084
Sitapur,2025-04,593,-0.28121212121212125
Sitapur,2025-05,405,-0.31703204047217537
Sitapur,2025-06,535,0.32098765432098775
Sitapur,2025-07,325,-0.39252336448598135
Sitapur,2025-08,817,1.513846153846154
Sitapur,2025-09,894,0.09424724602203183
Sitapur,2025-10,899,0.005592841163311046
Sitapur,2025-11,641,-0.2869855394883204
Sitapur,2025-12,703,0.09672386895475826
Sivaganga,2025-01,301,
Sivaganga,2025-02,256,-0.1495016611295681
Sivaganga,2025-03,207,-0.19140625
Sivaganga,2025-04,57,-0.7246376811594203
Sivaganga,2025-05,132,1.3157894736842106
Sivaganga,2025-06,128,-0.030303030303030276
Sivaganga,2025-07,123,-0.0390625
Sivaganga,2025-08,216,0.7560975609756098
Sivaganga,2025-09,169,-0.21759259259259256
Sivaganga,2025-10,171,0.01183431952662728
Sivaganga,2025-11,131,-0.23391812865497075
Sivaganga,2025-12,130,-0.007633587786259555
Sivasagar,2025-01,570,
Siwan,2025-01,2822,
Siwan,2025-02,720,-0.7448618001417435
Siwan,2025-03,445,-0.3819444444444444
Siwan,2025-04,304,-0.31685393258426964
Siwan,2025-05,489,0.6085526315789473
Siwan,2025-06,535,0.09406952965235171
Siwan,2025-07,144,-0.7308411214953271
Siwan,2025-08,666,3.625
Siwan,2025-09,575,-0.1366366366366366
Siwan,2025-10,547,-0.04869565217391303
Siwan,2025-11,510,-0.06764168190127973
Siwan,2025-12,549,0.07647058823529407
Solan,2025-01,22,
Solan,2025-02,63,1.8636363636363638
Solan,2025-03,20,-0.6825396825396826
Solan,2025-04,14,-0.30000000000000004
Solan,2025-05,65,3.6428571428571432
Solan,2025-06,43,-0.3384615384615385
Solan,2025-07,26,-0.39534883720930236
Solan,2025-08,57,1.1923076923076925
Solan,2025-09,55,-0.03508771929824561
Solan,2025-10,57,0.036363636363636376
Solan,2025-11,35,-0.38596491228070173
Solan,2025-12,47,0.34285714285714275
Solapur,2025-01,2773,
Solapur,2025-02,652,-0.7648755860079337
Solapur,2025-03,378,-0.42024539877300615
Solapur,2025-04,242,-0.35978835978835977
Solapur,2025-05,234,-0.03305785123966942
Solapur,2025-06,201,-0.14102564102564108
Solapur,2025-07,215,0.06965174129353224
Solapur,2025-08,452,1.1023255813953488
Solapur,2025-09,494,0.09292035398230092
Solapur,2025-10,454,-0.08097165991902833
Solapur,2025-11,375,-0.17400881057268724
Solapur,2025-12,352,-0.06133333333333335
Sonapur,2025-01,160,
Sonapur,2025-02,200,0.25
Sonapur,2025-03,148,-0.26
Sonapur,2025-04,100,-0.32432432432432434
Sonapur,2025-05,138,0.3799999999999999
Sonapur,2025-06,74,-0.46376811594202894
Sonapur,2025-07,8,-0.8918918918918919
Sonapur,2025-08,154,18.25
Sonapur,2025-09,162,0.051948051948051965
Sonapur,2025-10,192,0.18518518518518512
Sonapur,2025-11,148,-0.22916666666666663
Sonapur,2025-12,154,0.04054054054054057
Sonbhadra,2025-01,267,
Sonbhadra,2025-02,239,-0.10486891385767794
Sonbhadra,2025-03,219,-0.08368200836820083
Sonbhadra,2025-04,208,-0.05022831050228316
Sonbhadra,2025-05,213,0.024038461538461453
Sonbhadra,2025-06,247,0.15962441314554
Sonbhadra,2025-07,136,-0.4493927125506073
Sonbhadra,2025-08,279,1.051470588235294
Sonbhadra,2025-09,288,0.032258064516129004
Sonbhadra,2025-10,304,0.05555555555555558
Sonbhadra,2025-11,196,-0.35526315789473684
Sonbhadra,2025-12,188,-0.04081632653061229
Sonipat,2025-01,706,
Sonipat,2025-02,190,-0.7308781869688386
Sonipat,2025-03,90,-0.5263157894736843
Sonipat,2025-04,50,-0.4444444444444444
Sonipat,2025-05,219,3.38
Sonipat,2025-06,182,-0.16894977168949776
Sonipat,2025-07,89,-0.510989010989011
Sonipat,2025-08,198,1.2247191011235956
Sonipat,2025-09,188,-0.0505050505050505
Sonipat,2025-10,177,-0.058510638297872286
Sonipat,2025-11,130,-0.2655367231638418
Sonipat,2025-12,173,0.3307692307692307
Sonitpur,2025-01,2932,
Sonitpur,2025-02,454,-0.845156889495225
Sonitpur,2025-03,274,-0.3964757709251101
Sonitpur,2025-04,150,-0.45255474452554745
Sonitpur,2025-05,370,1.4666666666666668
Sonitpur,2025-06,246,-0.33513513513513515
Sonitpur,2025-07,144,-0.41463414634146345
Sonitpur,2025-08,352,1.4444444444444446
Sonitpur,2025-09,266,-0.24431818181818177
Sonitpur,2025-10,301,0.13157894736842102
Sonitpur,2025-11,270,-0.10299003322259137
Sonitpur,2025-12,240,-0.11111111111111116
South,2025-01,8,
South,2025-02,19,1.375
South,2025-03,11,-0.42105263157894735
South,2025-04,3,-0.7272727272727273
South,2025-05,5,0.6666666666666667
South,2025-06,9,0.8
South,2025-07,5,-0.4444444444444444
South,2025-08,12,1.4
South,2025-09,12,0.0
South,2025-10,3,-0.75
South,2025-11,7,1.3333333333333335
South,2025-12,11,0.5714285714285714
South 24 Parganas,2025-01,3600,
South 24 Parganas,2025-02,8516,1.3655555555555554
South 24 Parganas,2025-03,4748,-0.4424612494128699
South 24 Parganas,2025-04,2732,-0.4245998315080034
South 24 Parganas,2025-05,6016,1.2020497803806736
South 24 Parganas,2025-06,5512,-0.08377659574468088
South 24 Parganas,2025-07,2440,-0.5573294629898404
South 24 Parganas,2025-08,4724,0.9360655737704917
South 24 Parganas,2025-09,5312,0.12447078746824736
South 24 Parganas,2025-10,7068,0.3305722891566265
South 24 Parganas,2025-11,4772,-0.32484436898698354
South 24 Parganas,2025-12,4264,-0.10645431684828166
South Andaman,2025-01,30,
South Andaman,2025-02,6,-0.8
South Andaman,2025-03,16,1.6666666666666665
South Andaman,2025-04,20,0.25
South Andaman,2025-05,22,0.10000000000000009
South Andaman,2025-07,8,-0.6363636363636364
South Andaman,2025-08,34,3.25
South Andaman,2025-09,8,-0.7647058823529411
South Andaman,2025-10,14,0.75
South Andaman,2025-11,22,0.5714285714285714
South Andaman,2025-12,10,-0.5454545454545454
South Delhi,2025-01,4442,
South Delhi,2025-02,570,-0.8716794236830256
South Delhi,2025-03,261,-0.5421052631578948
South Delhi,2025-04,207,-0.2068965517241379
South Delhi,2025-05,306,0.4782608695652173
South Delhi,2025-06,352,0.15032679738562083
South Delhi,2025-07,221,-0.37215909090909094
South Delhi,2025-08,445,1.0135746606334841
South Delhi,2025-09,402,-0.09662921348314601
South Delhi,2025-10,450,0.11940298507462677
South Delhi,2025-11,329,-0.26888888888888884
South Delhi,2025-12,329,0.0
South Dinajpur,2025-01,12,
South Dinajpur,2025-02,27,1.25
South Dinajpur,2025-03,15,-0.4444444444444444
South Dinajpur,2025-04,15,0.0
South Dinajpur,2025-05,15,0.0
South Dinajpur,2025-06,15,0.0
South Dinajpur,2025-07,5,-0.6666666666666667
South Dinajpur,2025-08,20,3.0
South Dinajpur,2025-09,15,-0.25
South Dinajpur,2025-10,24,0.6000000000000001
South Dinajpur,2025-11,22,-0.08333333333333337
South Dinajpur,2025-12,15,-0.31818181818181823
South East Delhi,2025-02,5,
South East Delhi,2025-03,3,-0.4
South East Delhi,2025-05,5,0.6666666666666667
South East Delhi,2025-06,3,-0.4
South East Delhi,2025-07,3,0.0
South East Delhi,2025-08,1,-0.6666666666666667
South East Delhi,2025-09,1,0.0
South East Delhi,2025-10,1,0.0
South East Delhi,2025-11,1,0.0
South East Delhi,2025-12,7,6.0
South Garo Hills,2025-01,4335,
South Garo Hills,2025-02,93,-0.9785467128027682
South Garo Hills,2025-03,55,-0.4086021505376344
South Garo Hills,2025-04,49,-0.10909090909090913
South Garo Hills,2025-05,39,-0.20408163265306123
South Garo Hills,2025-06,16,-0.5897435897435898
South Garo Hills,2025-08,46,1.875
South Garo Hills,2025-09,62,0.34782608695652173
South Garo Hills,2025-10,50,-0.19354838709677424
South Garo Hills,2025-11,53,0.06000000000000005
South Garo Hills,2025-12,77,0.4528301886792452
South Goa,2025-01,39,
South Goa,2025-02,24,-0.3846153846153846
South Goa,2025-03,26,0.08333333333333326
South Goa,2025-04,30,0.15384615384615374
South Goa,2025-05,49,0.6333333333333333
South Goa,2025-06,22,-0.5510204081632653
South Goa,2025-07,14,-0.36363636363636365
South Goa,2025-08,59,3.2142857142857144
South Goa,2025-09,31,-0.47457627118644063
South Goa,2025-10,34,0.09677419354838701
South Goa,2025-11,47,0.38235294117647056
South Goa,2025-12,47,0.0
South Salmara Mankachar,2025-01,448,
South Salmara Mankachar,2025-02,38,-0.9151785714285714
South Salmara Mankachar,2025-03,35,-0.07894736842105265
South Salmara Mankachar,2025-04,32,-0.08571428571428574
South Salmara Mankachar,2025-05,55,0.71875
South Salmara Mankachar,2025-06,62,0.1272727272727272
South Salmara Mankachar,2025-07,8,-0.8709677419354839
South Salmara Mankachar,2025-08,85,9.625
South Salmara Mankachar,2025-09,59,-0.3058823529411765
South Salmara Mankachar,2025-10,51,-0.13559322033898302
South Salmara Mankachar,2025-11,47,-0.07843137254901966
South Salmara Mankachar,2025-12,61,0.2978723404255319
South Sikkim,2025-01,429,
South Sikkim,2025-02,9,-0.9790209790209791
South Sikkim,2025-03,9,0.0
South Sikkim,2025-04,9,0.0
South Sikkim,2025-05,9,0.0
South Sikkim,2025-06,3,-0.6666666666666667
South Sikkim,2025-08,5,0.6666666666666667
South Sikkim,2025-09,7,0.3999999999999999
South Sikkim,2025-10,5,-0.2857142857142857
South Sikkim,2025-11,5,0.0
South Sikkim,2025-12,5,0.0
South Tripura,2025-01,77,
South Tripura,2025-02,151,0.9610389610389611
South Tripura,2025-03,89,-0.4105960264900662
South Tripura,2025-04,51,-0.4269662921348315
South Tripura,2025-05,59,0.15686274509803932
South Tripura,2025-06,45,-0.23728813559322037
South Tripura,2025-07,23,-0.48888888888888893
South Tripura,2025-08,80,2.4782608695652173
South Tripura,2025-09,126,0.575
South Tripura,2025-10,105,-0.16666666666666663
South Tripura,2025-11,111,0.05714285714285716
South Tripura,2025-12,84,-0.2432432432432432
South Twenty Four Parganas,2025-01,78,
South Twenty Four Parganas,2025-02,352,3.5128205128205128
South Twenty Four Parganas,2025-03,165,-0.53125
South Twenty Four Parganas,2025-04,81,-0.509090909090909
South Twenty Four Parganas,2025-05,189,1.3333333333333335
South Twenty Four Parganas,2025-06,153,-0.19047619047619047
South Twenty Four Parganas,2025-07,94,-0.3856209150326797
South Twenty Four Parganas,2025-08,166,0.7659574468085106
South Twenty Four Parganas,2025-09,178,0.07228915662650603
South Twenty Four Parganas,2025-10,234,0.3146067415730338
South Twenty Four Parganas,2025-11,123,-0.47435897435897434
South Twenty Four Parganas,2025-12,139,0.13008130081300817
South West Delhi,2025-01,3627,
South West Delhi,2025-02,356,-0.9018472566859663
South West Delhi,2025-03,178,-0.5
South West Delhi,2025-04,134,-0.2471910112359551
South West Delhi,2025-05,144,0.07462686567164178
South West Delhi,2025-06,271,0.8819444444444444
South West Delhi,2025-07,138,-0.4907749077490775
South West Delhi,2025-08,308,1.2318840579710146
South West Delhi,2025-09,270,-0.12337662337662336
South West Delhi,2025-10,292,0.08148148148148149
South West Delhi,2025-11,248,-0.15068493150684936
South West Delhi,2025-12,298,0.2016129032258065
South West Garo Hills,2025-01,5505,
South West Garo Hills,2025-02,62,-0.9887375113533152
South West Garo Hills,2025-03,46,-0.25806451612903225
South West Garo Hills,2025-04,35,-0.23913043478260865
South West Garo Hills,2025-05,63,0.8
South West Garo Hills,2025-06,7,-0.8888888888888888
South West Garo Hills,2025-08,74,9.571428571428571
South West Garo Hills,2025-09,42,-0.43243243243243246
South West Garo Hills,2025-10,57,0.3571428571428572
South West Garo Hills,2025-11,76,0.33333333333333326
South West Garo Hills,2025-12,51,-0.32894736842105265
South West Khasi Hills,2025-01,3640,
South West Khasi Hills,2025-02,16,-0.9956043956043956
South West Khasi Hills,2025-03,45,1.8125
South West Khasi Hills,2025-04,20,-0.5555555555555556
South West Khasi Hills,2025-05,65,2.25
South West Khasi Hills,2025-06,16,-0.7538461538461538
South West Khasi Hills,2025-07,20,0.25
South West Khasi Hills,2025-08,43,1.15
South West Khasi Hills,2025-09,28,-0.34883720930232553
South West Khasi Hills,2025-10,22,-0.2142857142857143
South West Khasi Hills,2025-11,24,0.09090909090909083
South West Khasi Hills,2025-12,89,2.7083333333333335
Spsr Nellore,2025-01,2790,
Sri Muktsar Sahib,2025-01,88,
Sri Muktsar Sahib,2025-02,139,0.5795454545454546
Sri Muktsar Sahib,2025-03,39,-0.7194244604316546
Sri Muktsar Sahib,2025-04,45,0.15384615384615374
Sri Muktsar Sahib,2025-05,80,0.7777777777777777
Sri Muktsar Sahib,2025-06,46,-0.42500000000000004
Sri Muktsar Sahib,2025-07,14,-0.6956521739130435
Sri Muktsar Sahib,2025-08,55,2.9285714285714284
Sri Muktsar Sahib,2025-09,68,0.23636363636363633
Sri Muktsar Sahib,2025-10,70,0.02941176470588225
Sri Muktsar Sahib,2025-11,70,0.0
Sri Muktsar Sahib,2025-12,59,-0.15714285714285714
Sri Potti Sriramulu Nellore,2025-01,69,
Sri Potti Sriramulu Nellore,2025-02,73,0.05797101449275366
Sri Potti Sriramulu Nellore,2025-03,70,-0.04109589041095896
Sri Potti Sriramulu Nellore,2025-04,47,-0.3285714285714286
Sri Potti Sriramulu Nellore,2025-05,82,0.7446808510638299
Sri Potti Sriramulu Nellore,2025-06,96,0.1707317073170731
Sri Potti Sriramulu Nellore,2025-07,66,-0.3125
Sri Potti Sriramulu Nellore,2025-08,47,-0.28787878787878785
Sri Potti Sriramulu Nellore,2025-09,53,0.12765957446808507
Sri Potti Sriramulu Nellore,2025-10,59,0.1132075471698113
Sri Potti Sriramulu Nellore,2025-11,53,-0.10169491525423724
Sri Potti Sriramulu Nellore,2025-12,57,0.07547169811320753
Sri Sathya Sai,2025-01,22,
Sri Sathya Sai,2025-02,38,0.7272727272727273
Sri Sathya Sai,2025-03,30,-0.21052631578947367
Sri Sathya Sai,2025-04,16,-0.4666666666666667
Sri Sathya Sai,2025-05,32,1.0
Sri Sathya Sai,2025-06,36,0.125
Sri Sathya Sai,2025-07,12,-0.6666666666666667
Sri Sathya Sai,2025-08,26,1.1666666666666665
Sri Sathya Sai,2025-09,30,0.15384615384615374
Sri Sathya Sai,2025-10,32,0.06666666666666665
Sri Sathya Sai,2025-11,32,0.0
Sri Sathya Sai,2025-12,30,-0.0625
Sribhumi,2025-01,3,
Sribhumi,2025-02,7,1.3333333333333335
Sribhumi,2025-03,5,-0.2857142857142857
Sribhumi,2025-04,4,-0.19999999999999996
Sribhumi,2025-05,8,1.0
Sribhumi,2025-06,5,-0.375
Sribhumi,2025-07,1,-0.8
Sribhumi,2025-08,8,7.0
Sribhumi,2025-09,4,-0.5
Sribhumi,2025-10,1,-0.75
Sribhumi,2025-11,7,6.0
Sribhumi,2025-12,8,0.1428571428571428
Srikakulam,2025-01,151,
Srikakulam,2025-02,244,0.6158940397350994
Srikakulam,2025-03,147,-0.39754098360655743
Srikakulam,2025-04,70,-0.5238095238095238
Srikakulam,2025-05,266,2.8
Srikakulam,2025-06,178,-0.3308270676691729
Srikakulam,2025-07,85,-0.5224719101123596
Srikakulam,2025-08,165,0.9411764705882353
Srikakulam,2025-09,184,0.11515151515151523
Srikakulam,2025-10,161,-0.125
Srikakulam,2025-11,167,0.037267080745341685
Srikakulam,2025-12,112,-0.3293413173652695
Srinagar,2025-01,202,
Srinagar,2025-02,396,0.9603960396039604
Srinagar,2025-03,118,-0.702020202020202
Srinagar,2025-04,94,-0.2033898305084746
Srinagar,2025-05,262,1.7872340425531914
Srinagar,2025-06,240,-0.08396946564885499
Srinagar,2025-07,132,-0.44999999999999996
Srinagar,2025-08,300,1.272727272727273
Srinagar,2025-09,338,0.1266666666666667
Srinagar,2025-10,300,-0.1124260355029586
Srinagar,2025-11,180,-0.4
Srinagar,2025-12,62,-0.6555555555555556
Subarnapur,2025-01,34,
Subarnapur,2025-02,30,-0.11764705882352944
Subarnapur,2025-03,22,-0.2666666666666667
Subarnapur,2025-04,18,-0.18181818181818177
Subarnapur,2025-05,48,1.6666666666666665
Subarnapur,2025-06,30,-0.375
Subarnapur,2025-07,14,-0.5333333333333333
Subarnapur,2025-08,36,1.5714285714285716
Subarnapur,2025-09,36,0.0
Subarnapur,2025-10,34,-0.05555555555555558
Subarnapur,2025-11,48,0.41176470588235303
Subarnapur,2025-12,32,-0.33333333333333337
Sukma,2025-01,1369,
Sukma,2025-02,46,-0.9663988312636961
Sukma,2025-03,22,-0.5217391304347826
Sukma,2025-04,12,-0.4545454545454546
Sukma,2025-05,40,2.3333333333333335
Sukma,2025-06,35,-0.125
Sukma,2025-07,8,-0.7714285714285715
Sukma,2025-08,47,4.875
Sukma,2025-09,36,-0.23404255319148937
Sukma,2025-10,32,-0.11111111111111116
Sukma,2025-11,35,0.09375
Sukma,2025-12,31,-0.11428571428571432
Sultanpur,2025-01,3602,
Sultanpur,2025-02,500,-0.861188228761799
Sultanpur,2025-03,390,-0.21999999999999997
Sultanpur,2025-04,265,-0.3205128205128205
Sultanpur,2025-05,223,-0.1584905660377358
Sultanpur,2025-06,346,0.5515695067264574
Sultanpur,2025-07,163,-0.5289017341040463
Sultanpur,2025-08,401,1.460122699386503
Sultanpur,2025-09,437,0.08977556109725682
Sultanpur,2025-10,486,0.11212814645308922
Sultanpur,2025-11,339,-0.30246913580246915
Sultanpur,2025-12,343,0.01179941002949847
Sundargarh,2025-01,70,
Sundargarh,2025-02,90,0.2857142857142858
Sundargarh,2025-03,44,-0.5111111111111111
Sundargarh,2025-04,36,-0.18181818181818177
Sundargarh,2025-05,44,0.22222222222222232
Sundargarh,2025-06,52,0.18181818181818188
Sundargarh,2025-07,8,-0.8461538461538461
Sundargarh,2025-08,72,8.0
Sundargarh,2025-09,90,0.25
Sundargarh,2025-10,74,-0.1777777777777778
Sundargarh,2025-11,56,-0.2432432432432432
Sundargarh,2025-12,36,-0.3571428571428571
Sundergarh,2025-01,454,
Sundergarh,2025-02,380,-0.16299559471365643
Sundergarh,2025-03,308,-0.18947368421052635
Sundergarh,2025-04,254,-0.17532467532467533
Sundergarh,2025-05,188,-0.25984251968503935
Sundergarh,2025-06,256,0.36170212765957444
Sundergarh,2025-07,80,-0.6875
Sundergarh,2025-08,418,4.225
Sundergarh,2025-09,372,-0.11004784688995217
Sundergarh,2025-10,338,-0.09139784946236562
Sundergarh,2025-11,306,-0.09467455621301779
Sundergarh,2025-12,302,-0.013071895424836555
Supaul,2025-01,266,
Supaul,2025-02,512,0.9248120300751879
Supaul,2025-03,255,-0.501953125
Supaul,2025-04,115,-0.5490196078431373
Supaul,2025-05,554,3.817391304347826
Supaul,2025-06,396,-0.28519855595667865
Supaul,2025-07,184,-0.5353535353535354
Supaul,2025-08,452,1.4565217391304346
Supaul,2025-09,428,-0.053097345132743334
Supaul,2025-10,370,-0.13551401869158874
Supaul,2025-11,266,-0.2810810810810811
Supaul,2025-12,251,-0.05639097744360899
Surajpur,2025-01,77,
Surajpur,2025-02,117,0.5194805194805194
Surajpur,2025-03,63,-0.46153846153846156
Surajpur,2025-04,23,-0.6349206349206349
Surajpur,2025-05,78,2.391304347826087
Surajpur,2025-06,78,0.0
Surajpur,2025-07,39,-0.5
Surajpur,2025-08,154,2.948717948717949
Surajpur,2025-09,136,-0.11688311688311692
Surajpur,2025-10,146,0.07352941176470584
Surajpur,2025-11,107,-0.26712328767123283
Surajpur,2025-12,143,0.33644859813084116
Surat,2025-01,14660,
Surat,2025-02,868,-0.9407912687585266
Surat,2025-03,552,-0.3640552995391705
Surat,2025-04,346,-0.37318840579710144
Surat,2025-05,381,0.10115606936416177
Surat,2025-06,258,-0.3228346456692913
Surat,2025-07,240,-0.06976744186046513
Surat,2025-08,630,1.625
Surat,2025-09,711,0.12857142857142856
Surat,2025-10,861,0.21097046413502119
Surat,2025-11,655,-0.23925667828106856
Surat,2025-12,717,0.09465648854961839
Surendra Nagar,2025-01,1698,
Surendra Nagar,2025-02,310,-0.817432273262662
Surendra Nagar,2025-03,205,-0.33870967741935487
Surendra Nagar,2025-04,116,-0.4341463414634147
Surendra Nagar,2025-05,73,-0.3706896551724138
Surendra Nagar,2025-06,180,1.4657534246575343
Surendra Nagar,2025-07,73,-0.5944444444444444
Surendra Nagar,2025-08,167,1.2876712328767121
Surendra Nagar,2025-09,265,0.5868263473053892
Surendra Nagar,2025-10,277,0.04528301886792452
Surendra Nagar,2025-11,281,0.014440433212996373
Surendra Nagar,2025-12,301,0.07117437722419928
Surendranagar,2025-01,1771,
Surendranagar,2025-02,15,-0.9915302089215132
Surendranagar,2025-03,3,-0.8
Surendranagar,2025-04,3,0.0
Surendranagar,2025-06,8,1.6666666666666665
Surendranagar,2025-08,4,-0.5
Surendranagar,2025-09,7,0.75
Surendranagar,2025-10,12,0.7142857142857142
Surendranagar,2025-11,4,-0.6666666666666667
Surendranagar,2025-12,3,-0.25
Surguja,2025-01,112,
Surguja,2025-02,177,0.5803571428571428
Surguja,2025-03,76,-0.5706214689265536
Surguja,2025-04,45,-0.4078947368421053
Surguja,2025-05,121,1.688888888888889
Surguja,2025-06,104,-0.14049586776859502
Surguja,2025-07,66,-0.3653846153846154
Surguja,2025-08,180,1.727272727272727
Surguja,2025-09,162,-0.09999999999999998
Surguja,2025-10,134,-0.1728395061728395
Surguja,2025-11,174,0.29850746268656714
Surguja,2025-12,157,-0.0977011494252874
Suryapet,2025-01,82,
Suryapet,2025-02,131,0.5975609756097562
Suryapet,2025-03,82,-0.3740458015267175
Suryapet,2025-04,55,-0.3292682926829268
Suryapet,2025-05,34,-0.38181818181818183
Suryapet,2025-06,66,0.9411764705882353
Suryapet,2025-07,30,-0.5454545454545454
Suryapet,2025-08,97,2.2333333333333334
Suryapet,2025-09,107,0.10309278350515472
Suryapet,2025-10,123,0.14953271028037385
Suryapet,2025-11,96,-0.2195121951219512
Suryapet,2025-12,101,0.05208333333333326
Tamenglong,2025-01,30,
Tamenglong,2025-02,45,0.5
Tamenglong,2025-03,28,-0.37777777777777777
Tamenglong,2025-04,28,0.0
Tamenglong,2025-05,43,0.5357142857142858
Tamenglong,2025-06,24,-0.4418604651162791
Tamenglong,2025-07,16,-0.33333333333333337
Tamenglong,2025-08,57,2.5625
Tamenglong,2025-09,24,-0.5789473684210527
Tamenglong,2025-10,30,0.25
Tamenglong,2025-11,58,0.9333333333333333
Tamenglong,2025-12,51,-0.12068965517241381
Tamulpur District,2025-01,4,
Tamulpur District,2025-02,8,1.0
Tamulpur District,2025-04,1,-0.875
Tamulpur District,2025-05,1,0.0
Tamulpur District,2025-06,1,0.0
Tamulpur District,2025-08,3,2.0
Tamulpur District,2025-09,1,-0.6666666666666667
Tamulpur District,2025-11,1,0.0
Tamulpur District,2025-12,3,2.0
Tapi,2025-01,181,
Tapi,2025-02,132,-0.27071823204419887
Tapi,2025-03,73,-0.446969696969697
Tapi,2025-04,39,-0.4657534246575342
Tapi,2025-05,24,-0.3846153846153846
Tapi,2025-06,19,-0.20833333333333337
Tapi,2025-07,66,2.473684210526316
Tapi,2025-08,96,0.4545454545454546
Tapi,2025-09,142,0.47916666666666674
Tapi,2025-10,161,0.1338028169014085
Tapi,2025-11,170,0.05590062111801242
Tapi,2025-12,121,-0.28823529411764703
Tarn Taran,2025-01,718,
Tarn Taran,2025-02,182,-0.7465181058495822
Tarn Taran,2025-03,66,-0.6373626373626373
Tarn Taran,2025-04,49,-0.25757575757575757
Tarn Taran,2025-05,163,2.326530612244898
Tarn Taran,2025-06,55,-0.6625766871165644
Tarn Taran,2025-07,27,-0.509090909090909
Tarn Taran,2025-08,131,3.851851851851852
Tarn Taran,2025-09,131,0.0
Tarn Taran,2025-10,86,-0.3435114503816794
Tarn Taran,2025-11,94,0.09302325581395343
Tarn Taran,2025-12,92,-0.021276595744680882
Tawang,2025-01,5,
Tawang,2025-02,4,-0.19999999999999996
Tawang,2025-03,5,0.25
Tawang,2025-05,14,1.7999999999999998
Tawang,2025-06,1,-0.9285714285714286
Tawang,2025-08,3,2.0
Tawang,2025-09,4,0.33333333333333326
Tawang,2025-10,3,-0.25
Tawang,2025-11,14,3.666666666666667
Tawang,2025-12,1,-0.9285714285714286
Tehri Garhwal,2025-01,118,
Tehri Garhwal,2025-02,202,0.7118644067796611
Tehri Garhwal,2025-03,170,-0.15841584158415845
Tehri Garhwal,2025-04,92,-0.45882352941176474
Tehri Garhwal,2025-05,248,1.6956521739130435
Tehri Garhwal,2025-06,178,-0.282258064516129
Tehri Garhwal,2025-07,148,-0.1685393258426966
Tehri Garhwal,2025-08,272,0.8378378378378379
Tehri Garhwal,2025-09,296,0.08823529411764697
Tehri Garhwal,2025-10,280,-0.05405405405405406
Tehri Garhwal,2025-11,170,-0.3928571428571429
Tehri Garhwal,2025-12,208,0.22352941176470598
Tenkasi,2025-01,43,
Tenkasi,2025-02,90,1.0930232558139537
